Name,Street Address,City,State,PostalCode,Latitude,Longitude
Buena Vista Heritage Museum,506 E Main St,Buena Vista,CO,81211,38.84342,-106.127556
Museum of World War Ii,46 Eliot St,Natick,MA,01760,42.2734,-71.31535
Novato History Museum,815 De Long Ave,Novato,CA,94945,38.10557,-122.56746
Liberty Bell Museum,1068 Tolland St,East Hartford,CT,06108,41.788,-72.58811
Fort Recovery State Museum,1 Fort Site St,Fort Recovery,OH,45846,40.41324,-84.78052
Shenandoah Valley Civil War Museum,20 N Loudoun St,Winchester,VA,22601,39.18424,-78.16538
Wright Museum of Art,700 College St,Beloit,WI,53511,42.503555,-89.02984
Victorian Vandergrift Museum,184 Sherman Ave,Vandergrift,PA,15690,40.60413,-79.56016
Museum of Western Colorado,248 S 4th St,Grand Junction,CO,81501,39.066135,-108.565926
Reynolds County Museum,233 S 2nd St,Ellington,MO,63638,37.23998,-90.96914
Victorian Cottage Museum,23 W Maple St,Lombard,IL,60148,41.88381,-88.01977
Towanda Area Historical Museum,401 Main St,Towanda,KS,67144,37.795742,-97.00281
Shaftsbury Historical Museum,3542 Vt Route 7A,Shaftsbury,VT,05262,42.98328,-73.2066
Walter Elwood Museum,366 W Main St,Amsterdam,NY,12010,42.947144,-74.208725
Manassas Museum System,9101 Prince William St,Manassas,VA,20110,38.749535,-77.471436
Museum of Making Music,5790 Armada Dr,Carlsbad,CA,92008,33.12614,-117.31649
Collectors' Corner Museum,900 John Adams Pkwy,Idaho Falls,ID,83401,43.493637,-112.014145
Vietnam War National Museum,380 S Elm St,Nelson,NE,68961,40.201836,-98.06142
Great Lakes Shipwreck Museum,18335 N Whitefish Point Rd,Paradise,MI,49768,46.770138,-84.95828
Oxford Museum Association,6924 Brown Rd,Oxford,OH,45056,39.55408,-84.75556
Casteel-Linn House & Museum,902 Oak St,Princeton,MO,64673,40.39584,-93.58537
Childrens Museum of Idaho,790 S Progress Ave,Meridian,ID,83642,43.597363,-116.39144
Oklahoma Territorial Museum,406 E Oklahoma Ave,Guthrie,OK,73044,35.878174,-97.420906
Children's Museum of Pittsburgh,10 Childrens Way,Pittsburgh,PA,15212,40.45244,-80.007164
Van Wyck Homestead Museum,504 Route 9,Fishkill,NY,12524,41.522266,-73.88929
Maritime and Mossing Museum,301 Driftway,Scituate,MA,02066,42.17761,-70.74202
D & H Canal Museum,23 Mohonk Rd,High Falls,NY,12440,41.82577,-74.12663
Kauai Veterans Museum,3215 Kapule Hwy,Lihue,HI,96766,21.977453,-159.3525
Mariposa Museum and History Center,5119 Jessie St,Mariposa,CA,95338,37.489548,-119.9711
Museum Of Cheyenne County,W Hwy 36,Saint Francis,KS,67756,39.756092,-102.03978
Richland County Museum,51 Church St W,Mansfield,OH,44904,40.677734,-82.585014
Stevens County Historical Museum,116 W 6th St,Morris,MN,56267,45.5861,-95.91676
Hunting Tavern Museum,288 Main St,Andes,NY,13731,42.190483,-74.781944
Henry L Ferguson Museum,643 Equestrian Ave,Fishers Island,NY,06390,41.263325,-72.01781
Jacobs Hall Museum,303 S 2nd St,Danville,KY,40422,37.642334,-84.771324
Judy Garland Museum,2727 S Pokegama Ave,Grand Rapids,MN,55744,47.206814,-93.52896
Bradford Ohio Railroad Museum,200 N Miami Ave,Bradford,OH,45308,40.13236,-84.43076
Museum-Maderian Heritage,27 Hope St,New Bedford,MA,02746,41.66664,-70.92292
Armstrong Air & Space Museum,500 Apollo Dr,Wapakoneta,OH,45895,40.562332,-84.17292
Rifle Creek Museum,337 East Ave,Rifle,CO,81650,39.532696,-107.78219
House of Yesteryear Museum,N6944 Harry Peterson Rd,Foster City,MI,49834,45.972637,-87.742004
Robert A Bogan Fire Museum,427 Laurel St,Baton Rouge,LA,70801,30.45056,-91.18672
Henry F Hauser Museum,2950 E Tacoma St,Sierra Vista,AZ,85635,31.565868,-110.26825
Hope Yellow Trail Museum,640 Main St,Hope,IN,47246,39.303406,-85.77168
Washington Historical Museum,308 E Robert Toombs Ave,Washington,GA,30673,33.735996,-82.73208
Hardin County History Museum,201 W Dixie Ave,Elizabethtown,KY,42701,37.694084,-85.85952
Marion Public Library & Museum,600 S Washington St,Marion,IN,46953,40.555943,-85.65998
Attleboro Arts Museum,86 Park St,Attleboro,MA,02703,41.94415,-71.28043
Spertus Museum,618 S Michigan Ave,Chicago,IL,60605,41.87419,-87.62447
Moulton Historical Museum,712 N Main St,Moulton,IA,52572,40.691685,-92.67623
New England Civil War Museum,14 Park Pl,Vernon Rockville,CT,06066,41.867607,-72.44843
Grant County Museum,521 Shackleford Rd,Sheridan,AR,72150,34.302216,-92.4134
New York State Museum Lab,51 Fish Hatchery Rd,Cambridge,NY,12816,43.05707,-73.35789
Clarke Studio & Museum,860 Park St,Phillipsburg,KS,67661,39.74843,-99.316696
American Saddle Horse Museum,4083 Iron Works Parkway,Lexington,KY,40511,38.1481,-84.52105
Worcester Art Museum,55 Salisbury St,Worcester,MA,01609,42.273872,-71.80231
Chief John T Brennan Fire Museum,10 W 47th St,Bayonne,NJ,07002,40.681076,-74.10439
Old Jail Museum,121 N Indiana St,Warsaw,IN,46580,41.238377,-85.855515
Heritage Hall Museum & Archives,880 S Cedar St,Freeman,SD,57029,43.346085,-97.44011
Mc Chord Air Museum,8th Saint Francis St SW,Lakewood,WA,98499,47.160786,-122.50907
Hudson River Museum,511 Warburton Ave,Yonkers,NY,10701,40.95365,-73.89579
Eureka Museum,410 E 6th St,Hattiesburg,MS,39401,31.334648,-89.290955
Keystone Foundry Museum,Po Box 12,Hopewell,PA,16650,40.119225,-78.3129
Childrens Museum 3100,3100 N Meridian St,Indianapolis,IN,46208,39.812202,-86.1569
Range School Museum,202 N Washington St,Marquette,KS,67464,38.55449,-97.83361
Museum of Mourning Art,2900 State Rd,Drexel Hill,PA,19026,39.955288,-75.29824
Lebanon Museum,2345 S Santiam Hwy,Lebanon,OR,97355,44.523376,-122.90681
Miller-Kite House Museum,310 E Rockingham St,Elkton,VA,22827,38.408962,-78.61586
Fairhope Museum of History,24 N Section St,Fairhope,AL,36532,30.523657,-87.902824
Du Museum of Anthropology,2000 W Asbury Ave,Denver,CO,80223,39.68038,-105.011185
Crawford Family Historical Museum,1701 N State Highway 123,San Marcos,TX,78666,29.85264,-97.93977
Fasny Museum of Firefighting,107 Washington Ave,Albany,NY,12210,42.6551,-73.76015
Tifton Museum of Arts and Heritage,255 Love Ave,Tifton,GA,31794,31.455324,-83.50869
Rockhill Trolley Museum,430 Meadow St,Rockhill Furnace,PA,17249,40.241055,-77.89959
Fulton County Museum,237 Kingsboro Ave,Gloversville,NY,12078,43.06604,-74.3361
Miami County Museum,51 N Broadway,Peru,IN,46970,40.75479,-86.069664
Platen Press Printing Museum,3051 Sheridan Rd,Zion,IL,60099,42.439953,-87.82542
Frist Art Museum Cafe,919 Broadway,Nashville,TN,37203,36.158096,-86.78361
Biloxi Fire Museum,1046 Howard Ave,Biloxi,MS,39530,30.398449,-88.90061
Museum of International Folk Art,706 Camino Lejo,Santa Fe,NM,87505,35.66326,-105.92834
Philbrook Museum of Art,124 E Mathew Brady St,Tulsa,OK,74103,36.15872,-95.99201
Kline Museum,112 6th Ave,Prescott,IA,50859,41.022892,-94.609436
Gone With Wind Museum,408 Taylor St,Jefferson,TX,75657,32.755116,-94.35126
Edgar Allan Poe House and Museum,203 n amity st,Baltimore,MD,21223,39.29128,-76.63303
Gilbert Stuart Birthplace & Museum,815 Gilbert Stuart Rd,Saunderstown,RI,02874,41.520107,-71.44456
National Womens History Museum,205 S Whiting St Ste 254,Alexandria,VA,22304,38.812435,-77.137314
Delta Air TRNSPT Heritg Museum,Po Box 20585,Atlanta,GA,30320,33.6377,-84.4431
Ridgway Railroad Museum,Us Highway Hwy,Ridgway,CO,81432,38.1372,-107.7866
Simpler Times Museum,111 Simpler Times Ln,Tidioute,PA,16351,41.70591,-79.34883
Museum of Spiritual Art,318 S River St,Franklin,OH,45005,39.561176,-84.304955
Cedar County Attic Museum,400 Cedar St,Tipton,IA,52772,41.7691,-91.12821
Dr Michael J Clarke Museum,1616 S Eastgate Ave,Springfield,MO,65809,37.1831,-93.223404
Solvang Vintage Motorcycle Museum,320 Alisal Rd,Solvang,CA,93463,34.59183,-120.13975
Bridgeport Depot Museum,116 Soulard Sq,Bridgeport,AL,35740,34.948742,-85.71252
Lake Waccamaw Depot Museum,201 Flemington Dr,Lake Waccamaw,NC,28450,34.320076,-78.52246
State House Museum,50 W Capitol St,Fillmore,UT,84631,38.967594,-112.32472
Minter Field Air Museum,401 Vultee Ave,Shafter,CA,93263,35.50277,-119.18176
Providence Jewelry Museum,1 E Spectacle St,Cranston,RI,02910,41.791817,-71.438416
National Museum of American Indian,1 Bowling Grn,New York,NY,10004,40.704414,-74.01405
Amberg Museum,N15065 Grant St,Amberg,WI,54102,45.50248,-87.994514
Oak Orchard Lighthouse Museum,14357 Ontario St,Kent,NY,14477,43.371307,-78.19086
Santa Cruz Museum of Art & History,705 Front St,Santa Cruz,CA,95060,36.974495,-122.02534
Real County Historical Museum,Evergreen St,Leakey,TX,78873,29.728497,-99.7613
Custer Battlefield Museum,PO Box 200,Garryowen,MT,59031,45.495,-107.3616
Richmond Museum of History,PO Box 1267,Richmond,CA,94802,37.9517,-122.3601
World Kite Museum & Hall-Fame,303 Sid Snyder Dr,Long Beach,WA,98631,46.346058,-124.0522
Veterans Memorial Museum,PO Box 2010,Branson,MO,65615,36.6386,-93.2632
Mt Pleasant Discovery Museum,5093 E Remus Rd,Mount Pleasant,MI,48858,43.59736,-84.74698
Stearns History Museum,235 33rd Ave S,Saint Cloud,MN,56301,45.54745,-94.19857
Princeton University Art Museum,101 College Rd W,Princeton,NJ,08540,40.350952,-74.61713
Bill and Janet's Nature Museum,301 E Central Ave,Hardtner,KS,67057,37.013683,-98.64653
Memory Lane Classic Car Museum,170 Scott Rd,Eatonton,GA,31024,33.4423,-83.27701
Rose Art Museum,415 South St,Waltham,MA,02453,42.365135,-71.256966
H Lee White Marine Museum,11 Lake St,Oswego,NY,13126,43.46183,-76.517075
Moss Mansion Museum,914 Division St,Billings,MT,59101,45.7793,-108.515465
Mission Mill Museum,260 12th St SE,Salem,OR,97301,44.93658,-123.02716
Bob Jones Museum,300 W Main St,Superior,AZ,85173,33.293587,-111.09844
Klemme Homestead Museum,112 S 2nd St,Klemme,IA,50449,43.00668,-93.60179
Vermilion County Museum,1031 N Logan Ave,Danville,IL,61832,40.14009,-87.64474
Trego County Historical Museum,128 N 13th St,Wakeeney,KS,67672,39.023724,-99.87133
Bloomingdale Park District Museum,108 S Bloomingdale Rd,Bloomingdale,IL,60108,41.95683,-88.08127
Super Museum & Souvenir Store,517 Market St,Metropolis,IL,62960,37.152508,-88.73257
Barnegat Light Museum,501 Central Ave,Barnegat Light,NJ,08006,39.760014,-74.10517
Dr Samuel A Mudd House Museum,3725 Doctor Samuel Mudd Rd,Waldorf,MD,20601,38.609375,-76.823944
Old Sacramento Schoolhouse Museum,1200 Front St,Sacramento,CA,95814,38.581215,-121.506584
American Space Museum,308 Pine St,Titusville,FL,32796,28.610413,-80.80867
Miracle of America Museum,36094 Memory Ln,Polson,MT,59860,47.679752,-114.11637
Wounded Knee: The Museum,207 10th Ave,Wall,SD,57790,43.98728,-102.23962
Elsing Museum,7777 S Lewis Ave,Tulsa,OK,74171,36.051083,-95.957565
Columbus Museum of Art,480 E Broad St,Columbus,OH,43215,39.96386,-82.98785
Bay Of Pigs Museum And Library,1821 SW 9th St,Miami,FL,33135,25.7649,-80.225075
Rochester Museum & Science Center,6472 Gulick Rd,Naples,NY,14512,42.70902,-77.4553
Auto & Buggy Museum,5846 Highway 115,Clarkesville,GA,30523,34.615643,-83.54882
Red Barn Museum,891 Mountain Ranch Rd,San Andreas,CA,95249,38.191475,-120.66935
Bellevue Arts Museum ARTSfair,575 Bellevue Sq,Bellevue,WA,98004,47.61608,-122.20518
Kings Mountain Historical Museum,100 E Mountain St,Kings Mountain,NC,28086,35.239094,-81.34218
Loyola University Museum of Art,820 N Michigan Ave,Chicago,IL,60611,41.89743,-87.6244
Peabody Essex Museum,6161 Busch Blvd,Columbus,OH,43229,40.092373,-82.99355
Depot Museum,101 E Railroad Ave,Morrilton,AR,72110,35.15217,-92.745056
Archives & Museum of Optometry,243 N Lindbergh Blvd,Saint Louis,MO,63141,38.65882,-90.40551
Museum of Archaeology,203 SE 2nd St,Fort Lauderdale,FL,33301,26.120747,-80.141235
Museum of Choteague,7125 Maddox Blvd,Chincoteague Island,VA,23336,37.922646,-75.35274
Spartanburg Art Museum,200 E Saint John St,Spartanburg,SC,29306,34.9528,-81.92958
Cape Verdean Museum Exhibit,1003 Waterman Ave,East Providence,RI,02914,41.80965,-71.343765
National Sporting Library & Museum,102 The Plains Rd,Middleburg,VA,20117,38.966915,-77.73861
Museum of Osteopathic Medicine,800 W Jefferson St,Kirksville,MO,63501,40.193153,-92.588905
Rose Valley Museum,41 Rose Valley Rd,Media,PA,19063,39.89906,-75.38787
Fostoria Glass Museum,511 Tomlinson Ave,Moundsville,WV,26041,39.919678,-80.74529
Noank Historical Society Museum,17 Sylvan St,Groton,CT,06340,41.32512,-71.988914
Old Schoolhouse Museum,4630 Old Walkertown Rd,Winston Salem,NC,27105,36.15216,-80.21559
Cavalcade of Cars Museum,2344 118th St,Chippewa Falls,WI,54729,44.87754,-91.43324
Childrens Museum of The Shoals,2810 Darby Dr,Florence,AL,35630,34.840595,-87.6486
Tallahassee Automobile Museum,6800 Mahan Dr,Tallahassee,FL,32308,30.48388,-84.16285
Johnny Appleseed Museum,579 College Way,Urbana,OH,43078,40.10375,-83.76164
Fort Smith Museum of History,320 Rogers Ave,Fort Smith,AR,72901,35.387882,-94.428635
Iowa Transportation Museum,927 4th Ave,Grinnell,IA,50112,41.743324,-92.72316
Cape Fear Museum,814 Market St,Wilmington,NC,28401,34.235966,-77.93904
Associate-Art Museum Curators,205 Lexington Ave,New York,NY,10016,40.745274,-73.98033
Museum of Prints & Printmaking,150 Barrett St,Schenectady,NY,12305,42.812553,-73.93956
Bayard Depot Museum,100 Main St,Bayard,NE,69334,41.74769,-103.32396
Coast Guard Museum Northwest,1519 Alaskan Way S,Seattle,WA,98134,47.589245,-122.338165
Ramona Guy B Woodward Museum,645 Main St,Ramona,CA,92065,33.045223,-116.86307
Morristown Gateway Museum,309 Main St,Ogdensburg,NY,13669,44.69317,-75.50086
Carnegie Museum,105 Huron St,Houghton,MI,49931,47.121708,-88.56793
Benjamin Patterson Inn Museum,59 W Pulteney St,Corning,NY,14830,42.151394,-77.063644
Pettengill Morron House Museum,1212 W Moss Ave,Peoria,IL,61606,40.694473,-89.61216
Estey Organ Museum,108 Birge St,Brattleboro,VT,05301,42.847332,-72.56632
Provetown Art Museum,460 Commercial St,Provincetown,MA,02657,42.0563,-70.17938
Nevada Museum of Art,448 Hill St,Reno,NV,89501,39.52065,-119.813484
Grifton Museum,437 Creekshore Dr,Grifton,NC,28530,35.36767,-77.43141
Gov Trumbull House Museum,169 W Town St,Lebanon,CT,06249,41.63674,-72.21479
National Canal Museum,30 Centre Sq,Easton,PA,18042,40.691006,-75.20963
Our Savior's Historical Museum,304 Walnut St,Manistee,MI,49660,44.243866,-86.320694
Walter Anderson Museum of Art,510 Washington Ave,Ocean Springs,MS,39564,30.410664,-88.82763
Clendening Medical Museum,3901 Rainbow Blvd,Kansas City,KS,66160,39.057236,-94.61159
San Jacinto Museum,150 1/2 S Dillon Ave,San Jacinto,CA,92583,33.781372,-116.967545
Morbid Anatomy Museum,424A 3rd Ave,Brooklyn,NY,11215,40.672894,-73.99004
Museum of the New Llano Colony,211 Stanton St,New Llano,LA,71461,31.115936,-93.27141
McChord Air Museum,100 Col Joe Jackson Blvd,Joint Base Lewis Mcchord,WA,98438,47.133015,-122.493706
Hager House and Museum,110 Key St,Hagerstown,MD,21740,39.63949,-77.73055
Quilcene Historical Museum,151 Columbia St,Quilcene,WA,98376,47.828068,-122.87655
Discoversea Shipwreck Museum,708 Coastal Hwy,Fenwick Island,DE,19944,38.456974,-75.052345
National Hansen's Disease Museum,5445 Point Clair Rd,Carville,LA,70721,30.200888,-91.11844
Military Heritage Museum,900 W Marion Ave,Punta Gorda,FL,33950,26.929022,-82.05915
New Britain Industrial Museum,450 W Main St,New Britain,CT,06052,41.66504,-72.79722
Hungarian Settlement Museum,27455 Louisiana HW 43,Hammond,LA,70403,30.46651,-90.57726
Belleview Schoolhouse Museum,1172 S Springdale Rd,Caldwell,KS,67022,37.11689,-97.619316
Rocky Mount Railroad Museum,Po Box 94,Rocky Mount,NC,27802,35.938057,-77.79083
Lewis Antique Auto & Toy Museum,905 Route 66,Moriarty,NM,87035,35.00551,-106.02683
National Lighthouse Museum,134 Sullivan St,New York,NY,10012,40.726788,-74.0023
Camp Van Dorn World War II Museum,138 E Main St,Centreville,MS,39631,31.088541,-91.06621
Museum of Anthropology,730 Old Main Hl,Logan,UT,84322,41.740673,-111.81454
Women's Museum of California,2730 Historic Decatur Rd,San Diego,CA,92106,32.739307,-117.211784
Bayard Depot Museum,103 Main St,Mcgrew,NE,69353,41.74429,-103.41865
Living Civil War History Museum,343 Campground Rd,Harpers Ferry,WV,25425,39.315125,-77.76379
Broomfield Depot Museum,2201 W 10th Ave,Broomfield,CO,80020,39.92983,-105.09446
Lindsey Railroad Museum,202 E Broad St,Texarkana,AR,71854,33.42183,-94.0416
B & O Railroad Museum,651 S Fulton Ave,Baltimore,MD,21223,39.280655,-76.64455
Brattleboro Museum & Art Center,10 Vernon St,Brattleboro,VT,05301,42.850685,-72.55665
Plains Art Museum,1776 45th St S,Fargo,ND,58103,46.853176,-96.86164
Mississippi Museum of Arts,429 S West St,Jackson,MS,39201,32.29604,-90.185
West Overton Museum,109 W Overton Rd,Scottdale,PA,15683,40.11506,-79.56649
Walt Disney Hometown Museum,120 E Santa Fe Ave,Marceline,MO,64658,39.716763,-92.948616
National Naval Aviation Museum,1750 Radford Blvd,Pensacola,FL,32508,30.348213,-87.30568
Car & Carriage Museum,7227 Reynolds St,Pittsburgh,PA,15208,40.44634,-79.90239
Greenville Museum of Art,802 S Evans St,Greenville,NC,27834,35.60796,-77.37416
Ohio Museums Association,1982 Velma Ave,Columbus,OH,43211,40.003445,-82.98892
Museum of Anthropology,2580 NE Grimes Way,Pullman,WA,99164,46.730026,-117.15788
Vestal Museum,328 Vestal Pkwy E,Vestal,NY,13850,42.087715,-76.04667
City Garage Car Museum,210 S Main St,Greeneville,TN,37743,36.162746,-82.83134
Marble Museum,1985 Kennesaw Ave,Nelson,GA,30151,34.382088,-84.37264
American Dime Museum,1808 Maryland Ave,Baltimore,MD,21201,39.309956,-76.61802
Fort Hill Museum,601 Noel Dr,Mundelein,IL,60060,42.263577,-87.994514
Sullivan Roadhouse Museum,Mile 1422 Alaska Hwy,Delta Junction,AK,99737,63.9856,-145.5801
Dexter Area Museum,3443 Inverness St,Dexter,MI,48130,42.333843,-83.88003
Il Museum of Arts & Play Inc,14914 W 101st Ave,Dyer,IN,46311,41.43576,-87.51474
Friendship Firehouse Museum,107 S Alfred St,Alexandria,VA,22314,38.804867,-77.04948
The Seaford Museum,203 High St,Seaford,DE,19973,38.64041,-75.61315
Explorations V Children's Museum,109 N Kentucky Ave,Lakeland,FL,33801,28.04461,-81.95502
Sharpsteen Museum,1311 Washington St,Calistoga,CA,94515,38.578808,-122.58027
Powers Museum,1617 Oak St,Carthage,MO,64836,37.176655,-94.33423
Coos County Logging Museum,705 Maple St,Myrtle Point,OR,97458,43.064198,-124.13946
Eartha M.M. White Historical Museum,613 W Ashley St,Jacksonville,FL,32202,30.332556,-81.66445
Vermont Granite Museum,7 Jones Brothers Way,Barre,VT,05641,44.21134,-72.5206
Allen Memorial Art Museum,87 N Main St,Oberlin,OH,44074,41.29345,-82.21713
Tee Joe Gonzalez Museum,217 W Main St,Gonzales,LA,70737,30.239763,-90.922134
Russell Military Museum,43363 N US Highway 41,Zion,IL,60099,42.492577,-87.95192
Coos Historical and Maritime Museum,1220 Sherman Ave,North Bend,OR,97459,43.415787,-124.22421
City of Melbourne History Museum,451 College Dr,Melbourne,AR,72556,36.05232,-91.89698
Lutheran Heritage Center & Museum,75 Church St,Perryville,MO,63775,37.72461,-89.86765
Stavig House Museum,112 1st Ave W,Sisseton,SD,57262,45.661423,-97.052376
Dawson Springs Museum & Art,127 S Main St,Dawson Springs,KY,42408,37.166935,-87.69187
Olde Yakima Letterpress Museum,2002 Landon Ave,Yakima,WA,98903,46.5687,-120.50575
Landmarks  House Museum,321 S 4th St,Philadelphia,PA,19106,39.944263,-75.14841
Huddleston Farmhouse Museum,838 National Rd,Cambridge City,IN,47327,39.81222,-85.18671
Pomeroy Tornado Museum,114 S Ontario St,Pomeroy,IA,50575,42.550823,-94.68422
Oren Dunn City Museum,689 Rutherford Rd,Tupelo,MS,38801,34.244423,-88.76407
Lester L. Williams Fire Museum,375 Printers Pkwy,Colorado Springs,CO,80910,38.826378,-104.78581
Museum Surplus Ltd,1 Court St,Plymouth,MA,02360,41.95728,-70.66514
Litsch Store Museum,15346 Highway 299w,Shasta,CA,96087,40.598858,-122.49151
Brooklyn Museum of Art,200 Eastern Pkwy,Brooklyn,NY,11238,40.671455,-73.96268
Phelps Historical Museum Inc,4534 County Rd E,Phelps,WI,54554,46.06867,-89.085915
South Carolina State Museum,301 Gervais St,Columbia,SC,29201,33.99722,-81.04724
Lied Discovery Children's Museum,833 Las Vegas Blvd N,Las Vegas,NV,89101,36.17811,-115.13522
Florida Railroad Museum,12210 83rd St E,Parrish,FL,34219,27.589851,-82.42538
American Maple Museum,9756 State Route 812,Croghan,NY,13327,43.892406,-75.39161
North Creek Depot Museum,5 Railroad Pl,North Creek,NY,12853,43.702766,-73.98882
