Ref#,Prefix,Property Name,State,County,City,Street & Number,Status,Request Type,Restricted Address,Acreage of Property,Area of Significance,Category of Property,External Link,Level of Significance - International,Level of Significance - National,Level of Significance - State,Level of Significance - Local,Level of Significance - Not Indicated,Listed Date,NHL Designated Date,Other Names,Park Name,Property ID,Address,latitude,longitude,state,LHAT_member
06000948,NA,Fox Fullerton Theatre Complex,CALIFORNIA,Orange,Fullerton,500-512 N. Harbor Blvd.,Listed,Single,FALSE,0.7,ARCHITECTURE; ART,DISTRICT,https://catalog.archives.gov/id/123860214,FALSE,FALSE,FALSE,TRUE,FALSE,10/25/06,NA,Chapman's Alician Court Theatre; Chapman Theatre; Mission Court Theatre; Universial Mission Court Theatre,NA,06000948,"500-512 N. Harbor Blvd., Fullerton, CALIFORNIA",33.874383728893,-117.924020457046,CA,FALSE
100008710,SG,New Lynn Theater,CALIFORNIA,Orange,Laguna Beach,154-162 South Coast Hwy.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/10/23,NA,South Coast Theatre; Laguna South Coast Cinemas,NA,100008710,"154-162 South Coast Hwy., Laguna Beach, CALIFORNIA",33.542415980968,-117.784531003695,CA,FALSE
82002224,NA,Walkers Orange County Theater,CALIFORNIA,Orange,Santa Ana,308 N. Main St.,Listed,Single,FALSE,0.2,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/123860366,FALSE,FALSE,FALSE,TRUE,FALSE,2/19/82,NA,Fox West Coast Theater,NA,82002224,"308 N. Main St., Santa Ana, CALIFORNIA",33.747451623784,-117.86779247125,CA,FALSE
86000107,NA,Yost Theater-Ritz Hotel,CALIFORNIA,Orange,Santa Ana,301--307 N. Spurgeon St.,Listed,Single,FALSE,0.4,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/123860376,FALSE,FALSE,FALSE,TRUE,FALSE,1/23/86,NA,Yost Theater--Santa Ana Bath House and Athletic Club,NA,86000107,"301--307 N. Spurgeon St., Santa Ana, CALIFORNIA",33.747394626843,-117.865265914176,CA,FALSE
100012483,SG,Plaza Theatre,CALIFORNIA,Riverside,Palm Springs,128 S. Palm Canyon Drive,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,12/31/25,NA,NA,NA,100012483,"128 S. Palm Canyon Drive, Palm Springs, CALIFORNIA",33.822578663855,-116.546151664362,CA,TRUE
82000980,NA,Imperial Theatre,CALIFORNIA,Sacramento,Walnut Grove,Market St.,Listed,Single,FALSE,0.5,ENTERTAINMENT/RECREATION; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/123860610,FALSE,FALSE,FALSE,TRUE,FALSE,10/29/82,NA,Grove Theatre,NA,82000980,"Market St., Walnut Grove, CALIFORNIA",38.242531933681,-121.513251724877,CA,FALSE
09001116,NA,"California Theatre, The",CALIFORNIA,San Bernardino,San Bernardino,562 W. 4th St.,Listed,Single,FALSE,0.5,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/123860736,FALSE,FALSE,FALSE,TRUE,FALSE,12/22/09,NA,The California Theatre of the Performing Arts,NA,09001116,"562 W. 4th St., San Bernardino, CALIFORNIA",34.106804306669,-117.295469416909,CA,FALSE
96001177,NA,Balboa Theatre,CALIFORNIA,San Diego,San Diego,868 4th Ave.,Listed,Single,FALSE,0.3,ARCHITECTURE; PERFORMING ARTS; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/123860811,FALSE,FALSE,FALSE,TRUE,FALSE,10/24/96,NA,El Teatro Balboa;City Historical Site No. 77,NA,96001177,"868 4th Ave., San Diego, CALIFORNIA",32.71430159114,-117.161376065184,CA,TRUE
75000467,NA,Spreckels Theatre Building,CALIFORNIA,San Diego,San Diego,123 W. Broadway,Listed,Single,FALSE,1.2,ART; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/123860989,FALSE,FALSE,FALSE,TRUE,FALSE,5/28/75,NA,NA,NA,75000467,"123 W. Broadway, San Diego, CALIFORNIA",32.715231144203,-117.163336257061,CA,FALSE
75000472,NA,Geary Theatre,CALIFORNIA,San Francisco,San Francisco,415 Geary St.,Listed,Single,FALSE,0.5,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/123861124,FALSE,FALSE,FALSE,TRUE,FALSE,5/27/75,NA,Columbia Theatre,NA,75000472,"415 Geary St., San Francisco, CALIFORNIA",37.786991841992,-122.410246125613,CA,FALSE
86000729,NA,Market Street Theatre and Loft District,CALIFORNIA,San Francisco,San Francisco,"982--1112 Market, 973--1105 Market, 1 Jones, and 1--35 Taylor Sts.",Listed,Single,FALSE,13.1,COMMERCE; ENTERTAINMENT/RECREATION; ARCHITECTURE,DISTRICT,https://catalog.archives.gov/id/123861202,FALSE,FALSE,FALSE,TRUE,FALSE,4/10/86,NA,NA,NA,86000729,"982--1112 Market, 973--1105 Market, 1 Jones, and 1--35 Taylor Sts., San Francisco, CALIFORNIA",37.782808015022,-122.41071299762,CA,FALSE
01001206,NA,New Mission Theater,CALIFORNIA,San Francisco,San Francisco,2550 Mission St.,Listed,Single,FALSE,0.9,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/123861222,FALSE,FALSE,FALSE,TRUE,FALSE,11/9/01,NA,Evermax Furniture,NA,01001206,"2550 Mission St., San Francisco, CALIFORNIA",37.756215924284,-122.419000017652,CA,FALSE
79000540,NA,Fox California Theater,CALIFORNIA,San Joaquin,Stockton,242 E. Main St.,Listed,Single,FALSE,0.7,OTHER; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/123861381,FALSE,FALSE,FALSE,TRUE,FALSE,6/27/79,NA,NA,NA,79000540,"242 E. Main St., Stockton, CALIFORNIA",37.952561293707,-121.287502181384,CA,FALSE
94000431,NA,New Sequoia Theater Building,CALIFORNIA,San Mateo,Redwood City,2211--2235 Broadway,Listed,Single,FALSE,0.6,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/123861540,FALSE,FALSE,FALSE,TRUE,FALSE,5/5/94,NA,Fox Theater Building,NA,94000431,"2211--2235 Broadway, Redwood City, CALIFORNIA",37.486422594534,-122.229501588794,CA,FALSE
100007474,AD,Royal Theater (Additional Documentation),CALIFORNIA,Santa Barbara,Guadalupe,848 Guadalupe St.,Listed,Add.Doc.,FALSE,0.61,ARCHITECTURE; ENTERTAINMENT/RECREATION; ETHNIC HERITAGE-ASIAN,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,3/10/22,NA,Royal Theatre; Guadalupe Royal Theatre; Cine Royal,NA,100007474,"848 Guadalupe St., Guadalupe, CALIFORNIA",34.969102737945,-120.573506858467,CA,FALSE
01001459,NA,Cascade Theatre,CALIFORNIA,Shasta,Redding,1731 Market St.,Listed,Single,FALSE,0.3,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/123861914,FALSE,FALSE,FALSE,TRUE,FALSE,1/17/02,NA,NA,NA,01001459,"1731 Market St., Redding, CALIFORNIA",40.581898354265,-122.389607952158,CA,TRUE
02000372,NA,State Theatre,CALIFORNIA,Tehama,Red Bluff,333 Oak St.,Listed,Single,FALSE,0.9,SOCIAL HISTORY; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/123862194,FALSE,FALSE,FALSE,TRUE,FALSE,4/17/02,NA,NA,NA,02000372,"333 Oak St., Red Bluff, CALIFORNIA",40.176022001624,-122.234602254925,CA,TRUE
100012536,SG,Isis Theater,CALIFORNIA,Ventura,Ojai,145 E. Ojai Avenue,Listed,Single,FALSE,0.18,ENTERTAINMENT/RECREATION; COMMUNITY PLANNING AND DEVELOPMENT,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1/12/26,NA,Ojai Theater; Glasgow Playhouse; Ojai Playhouse; Ojai Playhouse Theater,NA,100012536,"145 E. Ojai Avenue, Ojai, CALIFORNIA",34.447641072072,-119.246071893371,CA,FALSE
86003523,NA,Ventura Theatre,CALIFORNIA,Ventura,Ventura,26 S. Chestnut,Listed,Single,FALSE,0.7,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/123862374,FALSE,FALSE,FALSE,TRUE,FALSE,12/29/86,NA,NA,NA,86003523,"26 S. Chestnut, Ventura, CALIFORNIA",34.280439496171,-119.29145000842,CA,FALSE
93000575,NA,Egyptian Theater,COLORADO,Delta,Delta,452 Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/84128857,FALSE,TRUE,FALSE,FALSE,FALSE,7/12/93,NA,5DT431,NA,93000575,"452 Main St., Delta, COLORADO",38.740750122229,-108.070643333751,CO,FALSE
97000018,NA,Bluebird Theater,COLORADO,Denver,Denver,3315--3317 E. Colfax Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/84129498,FALSE,FALSE,FALSE,TRUE,FALSE,1/31/97,NA,Blue Bird Theater;Thompson Theater;5DV4519,NA,97000018,"3315--3317 E. Colfax Ave., Denver, COLORADO",39.740328537179,-104.948378701205,CO,FALSE
91001417,NA,Bonfils Memorial Theater,COLORADO,Denver,Denver,1475 Elizabeth St.,Listed,Single,FALSE,0.9,PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/84129869,FALSE,FALSE,FALSE,TRUE,FALSE,12/27/06,NA,Lowenstein Theater,NA,91001417,"1475 Elizabeth St., Denver, COLORADO",39.739801259417,-104.95636522378,CO,FALSE
78000844,NA,Elitch Theatre,COLORADO,Denver,Denver,W. 38th Ave. and Tennyson St.,Listed,Single,FALSE,0.9,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/84129647,FALSE,TRUE,FALSE,FALSE,FALSE,3/21/78,NA,NA,NA,78000844,"W. 38th Ave. and Tennyson St., Denver, COLORADO",39.769380004038,-105.044056030476,CO,FALSE
95001055,NA,Ogden Theatre,COLORADO,Denver,Denver,935 E. Colfax Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/84129828,FALSE,FALSE,FALSE,TRUE,FALSE,8/31/95,NA,5DV2609,NA,95001055,"935 E. Colfax Ave., Denver, COLORADO",39.740143883852,-104.975308582641,CO,FALSE
97001167,NA,Oriental Theater,COLORADO,Denver,Denver,4329-39 W. 44th Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/84129826,FALSE,FALSE,FALSE,TRUE,FALSE,9/26/97,NA,5DV5141,NA,97001167,"4329-39 W. 44th Ave., Denver, COLORADO",39.776728376642,-105.043435182908,CO,FALSE
80000893,NA,Paramount Theater,COLORADO,Denver,Denver,519 16th St.,Listed,Single,FALSE,0.9,ART; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/84125765,FALSE,FALSE,FALSE,TRUE,FALSE,11/21/80,NA,NA,NA,80000893,"519 16th St., Denver, COLORADO",39.744238317825,-104.990718376353,CO,FALSE
93000378,NA,Colorado Amphitheater,COLORADO,Jefferson,Golden,15001 Denver W. Pkwy.,Listed,Multiple,FALSE,0,SOCIAL HISTORY; ARCHITECTURE,STRUCTURE,https://catalog.archives.gov/id/84126679,FALSE,FALSE,FALSE,TRUE,FALSE,5/20/93,NA,Structure #41,NA,93000378,"15001 Denver W. Pkwy., Golden, COLORADO",39.740241293953,-105.180616626816,CO,FALSE
05000602,NA,Moraine Park Museum and Amphitheater,COLORADO,Larimer,Estes Park,Rocky Mountain National Park,Listed,Multiple,FALSE,17.7,POLITICS/GOVERNMENT; LANDSCAPE ARCHITECTURE; ENTERTAINMENT/RECREATION,DISTRICT,https://catalog.archives.gov/id/84126967,FALSE,FALSE,FALSE,TRUE,FALSE,6/15/05,NA,Moraine Lodge; Moraine Lodge Museum; Moraine Park Visitor Center; 5LR477,Rocky Mountain,05000602,"Rocky Mountain National Park, Estes Park, COLORADO",40.36639,-105.560389,CO,FALSE
84000862,NA,Park Theatre,COLORADO,Larimer,Estes Park,130 Moraine Ave.,Listed,Single,FALSE,0.3,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/84131428,FALSE,FALSE,FALSE,TRUE,FALSE,6/14/84,NA,NA,NA,84000862,"130 Moraine Ave., Estes Park, COLORADO",40.375482673,-105.523332332039,CO,FALSE
87002213,NA,Rialto Theater,COLORADO,Larimer,Loveland,228--230 E. Fourth Ave.,Listed,Single,FALSE,0.2,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/84131426,FALSE,FALSE,FALSE,TRUE,FALSE,2/17/88,NA,NA,NA,87002213,"228--230 E. Fourth Ave., Loveland, COLORADO",40.39540271248,-105.0741131835,CO,TRUE
95000794,AD,Perry-Mansfield School of Theatre and Dance,COLORADO,Routt,Steamboat Springs,40755 Routt Co. Rd. 36,Listed,Add.Doc.,FALSE,73.1,PERFORMING ARTS; EDUCATION; ENTERTAINMENT/RECREATION; SOCIAL HISTORY,district,https://catalog.archives.gov/id/84132759,FALSE,TRUE,FALSE,FALSE,FALSE,7/14/95,NA,Perry--Mansfield;Perry--Mansfield Camp;Perry--Mansfield Perf,NA,95000794,"40755 Routt Co. Rd. 36, Steamboat Springs, COLORADO",40.51021447429,-106.828711240938,CO,FALSE
13000577,NA,Cliff Theater,COLORADO,Yuma,Wray,420 Main St.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,NA,FALSE,FALSE,FALSE,TRUE,FALSE,8/6/13,NA,Cliff Cultural Community Center; 5YM.290,NA,13000577,"420 Main St., Wray, COLORADO",40.077362391202,-102.221703772536,CO,FALSE
79002626,NA,Palace and Majestic Theaters,CONNECTICUT,Fairfield,Bridgeport,1315-1357 Main St.,Listed,Single,FALSE,1.3,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/132354005,FALSE,FALSE,FALSE,TRUE,FALSE,12/14/79,NA,NA,NA,79002626,"1315-1357 Main St., Bridgeport, CONNECTICUT",41.182371611326,-73.19120558593,CT,FALSE
84001098,NA,Warner Theatre,CONNECTICUT,Litchfield,Torrington,68-82 Main St.,Listed,Single,FALSE,2.5,ENTERTAINMENT/RECREATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/132354977,FALSE,FALSE,TRUE,FALSE,FALSE,2/16/84,NA,NA,NA,84001098,"68-82 Main St., Torrington, CONNECTICUT",41.801915039216,-73.120804723874,CT,FALSE
07000558,NA,Old Saybrook Town Hall and Theater,CONNECTICUT,Middlesex,Old Saybrook,300 Main St.,Listed,Single,FALSE,1,ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/132355128,FALSE,FALSE,TRUE,FALSE,FALSE,6/21/07,NA,The Katharine Hepburn Cultural Arts Center and Theatre,NA,07000558,"300 Main St., Old Saybrook, CONNECTICUT",41.290439447058,-72.375509446662,CT,FALSE
84001134,NA,Lincoln Theatre,CONNECTICUT,New Haven,New Haven,1 Lincoln St.,Listed,Single,FALSE,0.9,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/132355407,FALSE,FALSE,TRUE,FALSE,FALSE,3/1/84,NA,Little Theatre on Lincoln Street,NA,84001134,"1 Lincoln St., New Haven, CONNECTICUT",41.311882450856,-72.920566253793,CT,FALSE
83001284,NA,Palace Theater,CONNECTICUT,New Haven,Waterbury,86-110 E. Main St.,Listed,Single,FALSE,1.5,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/132355476,FALSE,FALSE,TRUE,FALSE,FALSE,6/30/83,NA,NA,NA,83001284,"86-110 E. Main St., Waterbury, CONNECTICUT",41.555110277401,-73.038953930623,CT,FALSE
72000294,NA,Masonic Hall and Grand Theater,DELAWARE,New Castle,Wilmington,818 N. Market St.,Listed,Single,FALSE,0.5,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/75324472,FALSE,FALSE,FALSE,TRUE,FALSE,12/11/72,NA,Masonic Temple and Grand Opera House,NA,72000294,"818 N. Market St., Wilmington, DELAWARE",39.743743659809,-75.548487443267,DE,FALSE
83001405,NA,State Theater,DELAWARE,New Castle,Newark,39 E. Main St.,Listed,Multiple,FALSE,0.4,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/75323738,FALSE,TRUE,FALSE,FALSE,FALSE,2/24/83,NA,NA,NA,83001405,"39 E. Main St., Newark, DELAWARE",39.664460170363,-75.657391936978,DE,FALSE
100002912,SG,Ball Theatre,DELAWARE,Sussex,Millsboro,214 Main St.,Listed,Single,FALSE,0.25,SOCIAL HISTORY; ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,9/13/18,NA,Millstone Theatre; S12983,NA,100002912,"214 Main St., Millsboro, DELAWARE",38.591016642093,-75.291293270556,DE,FALSE
10000909,NA,Atlas Theater and Shops,DISTRICT OF COLUMBIA,District of Columbia,"Washington, DC","1313-33 H Street, NE",Listed,Single,FALSE,0.6,ARCHITECTURE; ENTERTAINMENT/RECREATION; COMMERCE,BUILDING,https://catalog.archives.gov/id/117691953,FALSE,FALSE,FALSE,TRUE,FALSE,11/10/10,NA,NA,NA,10000909,"1313-33 H Street, NE, Washington, DC, DISTRICT OF COLUMBIA",38.900147422037,-76.987890556357,NA,FALSE
78003053,NA,Chase's Theater and Riggs Building,DISTRICT OF COLUMBIA,District of Columbia,Washington,1426 G St. NW. and 615--627 15th St. NW.,Listed,Single,FALSE,0.5,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/117692019,FALSE,FALSE,TRUE,FALSE,FALSE,9/7/78,NA,Keith's Theater and Albee Building,NA,78003053,"1426 G St. NW. and 615--627 15th St. NW., Washington, DISTRICT OF COLUMBIA",38.898308192798,-77.03363990273,NA,FALSE
96000734,NA,Chevy Chase Theater,DISTRICT OF COLUMBIA,District of Columbia,Washington,5612 Connecticut Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/117692029,FALSE,FALSE,TRUE,FALSE,FALSE,7/18/96,NA,Avalon Theater,NA,96000734,"5612 Connecticut Ave., Washington, DISTRICT OF COLUMBIA",38.965284544493,-77.076298257837,NA,FALSE
66000034,NA,Ford's Theatre National Historic Site,DISTRICT OF COLUMBIA,District of Columbia,Washington,"10th St., NW., between E and F Sts.",Listed,Single,FALSE,0.9,POLITICS/GOVERNMENT; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/117692142,FALSE,TRUE,FALSE,FALSE,FALSE,10/15/66,NA,Ford's Theatre and the Petersen House where Lincoln Died,Ford's Theatre,66000034,"10th St., NW., between E and F Sts., Washington, DISTRICT OF COLUMBIA",38.896745240268,-77.026005581499,NA,FALSE
74002162,NA,Howard Theatre,DISTRICT OF COLUMBIA,District of Columbia,Washington,"620 T St., NW.",Listed,Single,FALSE,0.3,PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/117692227,FALSE,TRUE,FALSE,TRUE,FALSE,2/15/74,NA,NA,NA,74002162,"620 T St., NW., Washington, DISTRICT OF COLUMBIA",38.915287791246,-77.02109797719,NA,FALSE
93001129,NA,Lincoln Theatre,DISTRICT OF COLUMBIA,District of Columbia,Washington,1215 U St. NW,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; BLACK; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/117692273,FALSE,FALSE,TRUE,FALSE,FALSE,10/27/93,NA,NA,NA,93001129,"1215 U St. NW, Washington, DISTRICT OF COLUMBIA",38.917405059988,-77.028988365563,NA,FALSE
07000592,NA,Newton Theater,DISTRICT OF COLUMBIA,District of Columbia,Washington,3601-3611 12th St. NE,Listed,Single,FALSE,0.4,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/117692373,FALSE,FALSE,FALSE,TRUE,FALSE,6/27/07,NA,NA,NA,07000592,"3601-3611 12th St. NE, Washington, DISTRICT OF COLUMBIA",38.933820723991,-76.990833942308,NA,FALSE
04000117,NA,Plymouth Theater,DISTRICT OF COLUMBIA,District of Columbia,Washington,"1365 H St., NE",Listed,Single,FALSE,0.9,ARCHITECTURE; TRANSPORTATION; BLACK; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/117692419,FALSE,FALSE,TRUE,FALSE,FALSE,3/3/04,NA,Mott Motors; H Street Playhouse,NA,04000117,"1365 H St., NE, Washington, DISTRICT OF COLUMBIA",38.899942580098,-76.986170921934,NA,FALSE
86003071,NA,Southern Aid Society-Dunbar Theater Building,DISTRICT OF COLUMBIA,District of Columbia,Washington,1901--1903 Seventh St. NW,Listed,Single,FALSE,0.1,COMMERCE; ENTERTAINMENT/RECREATION; BLACK; ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/117692482,FALSE,FALSE,TRUE,FALSE,FALSE,11/6/86,NA,NA,NA,86003071,"1901--1903 Seventh St. NW, Washington, DISTRICT OF COLUMBIA",38.915781527253,-77.021733996003,NA,FALSE
08001093,NA,Strand Theater,DISTRICT OF COLUMBIA,District of Columbia,"Washington, DC.",5129-5131 Nannie Helen Burroughs Ave. NE.,Listed,Single,FALSE,0.9,SOCIAL HISTORY; BLACK; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/117692510,FALSE,FALSE,FALSE,TRUE,FALSE,11/25/08,NA,Deanwood,NA,08001093,"5129-5131 Nannie Helen Burroughs Ave. NE., Washington, DC., DISTRICT OF COLUMBIA",38.898088628844,-76.926034873783,NA,FALSE
85000716,NA,Tivoli Theater,DISTRICT OF COLUMBIA,District of Columbia,Washington,3301-3325 14th St. NW,Listed,Single,FALSE,0.6,ENTERTAINMENT/RECREATION; ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/117692540,FALSE,FALSE,TRUE,FALSE,FALSE,4/10/85,NA,NA,NA,85000716,"3301-3325 14th St. NW, Washington, DISTRICT OF COLUMBIA",38.930869581611,-77.032441206757,NA,FALSE
100008461,SG,Uptown Theatre,DISTRICT OF COLUMBIA,District of Columbia,Washington,3426 Connecticut Ave. NW,Listed,Single,FALSE,0.34,ARCHITECTURE; ENTERTAINMENT/RECREATION,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,12/15/22,NA,Cineplex-Odeon Uptown; AMC-Loews Uptown,NA,100008461,"3426 Connecticut Ave. NW, Washington, DISTRICT OF COLUMBIA",38.934891889307,-77.058586290599,NA,FALSE
91001541,NA,Aladdin Theater,FLORIDA,Brevard,Cocoa,300 Brevard Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/77842103,FALSE,FALSE,FALSE,TRUE,FALSE,10/17/91,NA,Cocoa Village Playhouse;8BR282,NA,91001541,"300 Brevard Ave., Cocoa, FLORIDA",28.355307513082,-80.725985514338,FL,FALSE
82001034,NA,Florida Theater,FLORIDA,Duval,Jacksonville,128-134 E. Forsyth St.,Listed,Single,FALSE,0.9,COMMERCE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/77842331,FALSE,FALSE,FALSE,TRUE,FALSE,11/4/82,NA,NA,NA,82001034,"128-134 E. Forsyth St., Jacksonville, FLORIDA",30.326620792191,-81.656090692457,FL,FALSE
91000895,NA,Little Theatre,FLORIDA,Duval,Jacksonville,2032 San Marco Blvd.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77842343,FALSE,FALSE,FALSE,TRUE,FALSE,7/12/91,NA,Theatre Jacksonville;8Du5809,NA,91000895,"2032 San Marco Blvd., Jacksonville, FLORIDA",30.303526637286,-81.653318880896,FL,FALSE
76000596,NA,Saenger Theatre,FLORIDA,Escambia,Pensacola,118 S. Palafox St.,Listed,Single,FALSE,0.9,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/77842399,FALSE,FALSE,FALSE,TRUE,FALSE,7/19/76,NA,NA,NA,76000596,"118 S. Palafox St., Pensacola, FLORIDA",30.411175640727,-87.214954001134,FL,FALSE
03000508,AD,Port Theatre (Additional Documentation),FLORIDA,Gulf,Port St. Joe,314 Reid Ave.,Listed,Add.Doc.,FALSE,0.9,ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/77842495,FALSE,FALSE,FALSE,TRUE,FALSE,6/5/03,NA,FMSF #GU135,NA,03000508,"314 Reid Ave., Port St. Joe, FLORIDA",29.813401428896,-85.30342481346,FL,FALSE
98001202,NA,Dixie Crystal Theatre,FLORIDA,Hendry,Clewiston,100 E. Sugarland Hwy.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/77842518,FALSE,FALSE,FALSE,TRUE,FALSE,9/25/98,NA,Clewiston Theater,NA,98001202,"100 E. Sugarland Hwy., Clewiston, FLORIDA",26.753946420156,-80.933939693931,FL,FALSE
78000945,NA,Tampa Theater and Office Building,FLORIDA,Hillsborough,Tampa,711 Franklin St.,Listed,Single,FALSE,0.9,ARCHITECTURE; PERFORMING ARTS,BUILDING,https://catalog.archives.gov/id/77842631,FALSE,FALSE,FALSE,TRUE,FALSE,1/3/78,NA,NA,NA,78000945,"711 Franklin St., Tampa, FLORIDA",27.950421188935,-82.458773005036,FL,FALSE
92000421,NA,Vero Theatre,FLORIDA,Indian River,Vero Beach,2036 14th Ave.,Listed,Single,FALSE,0.9,COMMERCE; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,https://catalog.archives.gov/id/77842689,FALSE,FALSE,FALSE,TRUE,FALSE,4/28/92,NA,Florida Theatre;Theatre Plaza;8IR621,NA,92000421,"2036 14th Ave., Vero Beach, FLORIDA",27.639097230341,-80.399058852531,FL,FALSE
93001204,NA,Lyric Theatre,FLORIDA,Martin,Stuart,59 SW. Flagler Ave.,Listed,Single,FALSE,0.9,ARCHITECTURE; ENTERTAINMENT/RECREATION,BUILDING,https://catalog.archives.gov/id/77843120,FALSE,FALSE,FALSE,TRUE,FALSE,11/12/93,NA,Site #8MT00086,NA,93001204,"59 SW. Flagler Ave., Stuart, FLORIDA",27.199383008852,-80.254372619211,FL,FALSE
16000359,NA,Ace Theatre,FLORIDA,Miami-Dade,Miami,3664 Grand Ave.,Listed,Single,FALSE,0.9,ENTERTAINMENT/RECREATION; SOCIAL HISTORY; BLACK,building,NA,FALSE,FALSE,FALSE,TRUE,FALSE,6/13/16,NA,Florida Master Site File #DA14112,NA,16000359,"3664 Grand Ave., Miami, FLORIDA",25.72742601192,-80.252831271036,FL,FALSE
88002965,NA,Lyric Theater,FLORIDA,Miami-Dade,Miami,819 N.W. 2nd Ave.,Listed,Multiple,FALSE,0.9,ARCHITECTURE; SOCIAL HISTORY,BUILDING,https://catalog.archives.gov/id/77841507,FALSE,FALSE,TRUE,FALSE,FALSE,1/4/89,NA,NA,NA,88002965,"819 N.W. 2nd Ave., Miami, FLORIDA",25.782089515488,-80.197766944858,FL,FALSE
