Ref#,Prefix,Property Name,Status,Request Type,Restricted Address,Acreage of Property,Area of Significance,Category of Property,State,County,City ,Street & Number,External Link,Listed Date,NHL Designated Date,Other Names,Park Name,Property ID
72000322,,Tampa Bay Hotel,Listed,Single,FALSE,4.5, MILITARY; LITERATURE; ARCHITECTURE,BUILDING,FLORIDA,Hillsborough,Tampa,401 W. Kennedy Blvd.,https://catalog.archives.gov/id/77842615,12/5/72,5/11/76," University of Tampa,Plant Hall",,72000322
14000920,,The Research Studio (Maitland Art Center),Listed,Single,FALSE,,,BUILDING,FLORIDA,Orange,Maitland,231 W. Packwood Ave.,,8/25/14,8/25/14,,,14000920
77000401,,U.S. Car. No. 1,Listed,Single,FALSE,0.9, POLITICS/GOVERNMENT,OBJECT,FLORIDA,Broward,Fort Lauderdale,3398 SW. 9th Ave.,https://catalog.archives.gov/id/77842169,8/24/77,2/4/85, FERDINAND MAGELLAN,,77000401
70000181,,Vizcaya,Listed,Single,FALSE,43, CONSERVATION; ARCHITECTURE; ART; LANDSCAPE ARCHITECTURE,DISTRICT,FLORIDA,Miami-Dade,Miami,3251 S. Miami Ave.,https://catalog.archives.gov/id/77843157,9/29/70,4/19/94, James Deering Estate;See Also:Vizcaya (Boundary Increase),,70000181
87000810,,Windover Archeological Site (8BR246),Listed,Single,TRUE,1.3, PREHISTORIC,SITE,FLORIDA,Brevard,Titusville,Address Restricted,,4/20/87,5/28/87, 8BR246,,87000810
74000641,,Ybor City Historic District,Listed,Single,FALSE,369, INDUSTRY; COMMUNITY PLANNING AND DEVELOPMENT; LANDSCAPE ARCHITECTURE; COMMERCE; ENGINEERING; SCIENCE; POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY; PERFORMING ARTS,DISTRICT,FLORIDA,Hillsborough,Tampa,"Roughly bounded by 6th Ave., 13th St., 10th Ave. and 22nd St., E. Broadway between 13th and 22nd Sts.",https://catalog.archives.gov/id/77842590,8/28/74,12/14/90,,,74000641
100011187,NL,Andalusia Farm,Listed,NHL,FALSE,, LITERATURE,building,GEORGIA,Baldwin,Milledgeville,NW of Milledgeville on U.S. 441,,,1/27/22,,,100011187
100011188,SG,Andalusia Farm,Listed,Single,FALSE,, LITERATURE,building,GEORGIA,Baldwin,Milledgeville,NW of Milledgeville on U.S. 441,,,1/27/22,,,100011187
71000285,,Augusta Canal Industrial District,Listed,Single,FALSE,225, INDUSTRY; ENGINEERING; TRANSPORTATION,DISTRICT,GEORGIA,Richmond,Augusta,Along the west bank of the Savannah River from the Richmond-Columbia county line to 10th and Fenwick Sts.,https://catalog.archives.gov/id/93209339,5/27/71,12/22/77,,,71000285
72000400,,Bellevue,Listed,Single,FALSE,2.5, ARCHITECTURE,BUILDING,GEORGIA,Troup,LaGrange,204 Ben Hill St.,https://catalog.archives.gov/id/93209713,11/7/72,11/7/73, Benjamin Harvey Hill House,,72000400
71000286,,"Benet, Stephen Vincent, House",Listed,Single,FALSE,64, LITERATURE,BUILDING,GEORGIA,Richmond,Augusta,2500 Walton Way,https://catalog.archives.gov/id/93206795,11/11/71,11/11/71," President's Home,Augusta College;Commandant's House;Augusta",,71000286
73002292,,Calhoun Mine,Listed,Single,FALSE,110, INDUSTRY; NATIVE AMERICAN; EXPLORATION/SETTLEMENT; POLITICS/GOVERNMENT,STRUCTURE,GEORGIA,Lumpkin,Dahlonega,3 mi. S of Dahlonega off GA 60,https://catalog.archives.gov/id/93206783,11/7/73,11/7/73,,,73002292
76000610,,Central of Georgia Depot and Trainshed,Listed,Single,FALSE,0, COMMERCE; ENGINEERING; TRANSPORTATION; ARCHITECTURE,DISTRICT,GEORGIA,Chatham,Savannah,W. Broad and Liberty Sts.,,12/8/76,12/8/76, See Also:Central of Georgia Railroad: Savannah Shops and Ter,,76000610
78000970,,Central of Georgia Railroad: Savannah Shops and Terminal Facilities,Listed,Single,FALSE,33.2, INDUSTRY; ENGINEERING; TRANSPORTATION; ARCHITECTURE,DISTRICT,GEORGIA,Chatham,Savannah,W. Broad St. and Railroad Ave.,https://catalog.archives.gov/id/93206742,6/2/78,6/2/78, See Also:70000199;76000610,,78000970
70000199,,Central of Georgia Railway Company Shop Property,Listed,Single,FALSE,0, ENGINEERING; TRANSPORTATION; ARCHITECTURE,DISTRICT,GEORGIA,Chatham,Savannah,Between W. Jones St. and Louisville Rd.,https://catalog.archives.gov/id/93207277,3/5/70,6/2/78, See Also:Central of Georgia Railroad: Savannah Shops and Ter,,70000199
71000273,,Chieftains,Listed,Single,FALSE,0.9, NATIVE AMERICAN; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,GEORGIA,Floyd,Rome,80 Chatillon Rd.,https://catalog.archives.gov/id/93207984,4/7/71,11/7/73, Major Ridge House,,71000273
71000287,,College Hill,Listed,Single,FALSE,6, POLITICS/GOVERNMENT,BUILDING,GEORGIA,Richmond,Augusta,2116 Wrightsboro Rd.,,11/11/71,11/11/71, George Walton House;Harper House;Walton-Harper House,,71000287
78000995,,Columbus Historic Riverfront Industrial District,Listed,Single,FALSE,0, INDUSTRY; ENGINEERING,DISTRICT,GEORGIA,Muscogee,Columbus,Columbus River from 8th St. N. to 38th St.,https://catalog.archives.gov/id/93206789,6/2/78,6/2/78, See Also:Columbus Iron Works,,78000995
77000428,,Dixie Coca-Cola Bottling Company Plant,Listed,Single,FALSE,0.9, INDUSTRY,BUILDING,GEORGIA,Fulton,Atlanta,125 Edgewood Ave.,https://catalog.archives.gov/id/93208154,7/20/77,5/4/83," Baptist Student Center,Georgia State University",,77000428
86001371,,Dorchester Academy Boys' Dormitory,Listed,Single,FALSE,0.9, BLACK; EDUCATION; ARCHITECTURE,BUILDING,GEORGIA,Liberty,Midway,8787 East Oglethorpe Highway (US 84),https://catalog.archives.gov/id/93206779,6/23/86,9/20/06,,,86001371
66000272,,Etowah Mounds,Listed,Single,FALSE,170, PREHISTORIC,SITE,GEORGIA,Bartow,Cartersville,N bank of Etowah River,https://catalog.archives.gov/id/93206732,10/15/66,7/19/64, Etowah;Etowah Valley District,,66000272
70000200,,Fort James Jackson,Listed,Single,FALSE,0, MILITARY; ARCHITECTURE,BUILDING,GEORGIA,Chatham,Savannah,Islands Expwy.,https://catalog.archives.gov/id/93207302,2/18/70,2/16/00, Fort Jackson Maritime Museum; Fort Oglethorpe,,70000200
74002230,,Fox Theatre,Listed,Single,FALSE,2, ARCHITECTURE; PERFORMING ARTS,BUILDING,GEORGIA,Fulton,Atlanta,600 Peachtree St.,https://catalog.archives.gov/id/93208180,5/17/74,5/11/76, See Also:Fox Theatre Historic District,,74002230
71001099,,Georgia State Capitol,Listed,Single,FALSE,5, LANDSCAPE ARCHITECTURE; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,GEORGIA,Fulton,Atlanta,Capitol Sq.,https://catalog.archives.gov/id/93208194,12/9/71,11/7/73,,,71001099
76000613,,"Grady, Henry W., House",Listed,Single,FALSE,3.5, POLITICS/GOVERNMENT; COMMUNICATIONS,BUILDING,GEORGIA,Clarke,Athens,634 Prince Ave.,https://catalog.archives.gov/id/93206752,5/11/76,5/11/76,,,76000613
74000664,,Green-Meldrim House,Listed,Single,FALSE,1, MILITARY; ARCHITECTURE,BUILDING,GEORGIA,Chatham,Savannah,Macon and Bull Sts.,https://catalog.archives.gov/id/93207310,1/21/74,5/11/76, St. John's Parish House,,74000664
66000281,,"Harris, Joel Chandler, House",Listed,Single,FALSE,3, LITERATURE,BUILDING,GEORGIA,Fulton,Atlanta,"1050 Gordon St., SW",https://catalog.archives.gov/id/93206765,10/15/66,12/19/62, The Wren's Nest;Snap Bean Farm,,66000281
00000261,,Herndon Home,Listed,Single,FALSE,1, COMMERCE; BLACK,BUILDING,GEORGIA,Fulton,Atlanta,"587 University Place, NW",,2/16/00,2/16/00,,,00000261
72000385,,Jekyll Island Club,Listed,Single,FALSE,0, ENTERTAINMENT/RECREATION; ARCHITECTURE; SOCIAL HISTORY,DISTRICT,GEORGIA,Glynn,Jekyll Island,Between Riverview Dr. and Old Village Blvd.,https://catalog.archives.gov/id/93208434,1/20/72,6/16/78,,,72000385
71000259,,Johnston-Hay House,Listed,Single,FALSE,2, ARCHITECTURE,BUILDING,GEORGIA,Bibb,Macon,934 Georgia Ave.,https://catalog.archives.gov/id/93207033,5/27/71,11/7/73, P.L. Hay House;William B. Johnston-Hay House,,71000259
74000677,,"King, Martin Luther, Jr., Historic District",Listed,Single,FALSE,15.4, BLACK; ARCHITECTURE; RELIGION; SOCIAL HISTORY,DISTRICT,GEORGIA,Fulton,Atlanta,"Bounded roughly by Irwin, Randolph, Edgewood, Jackson, and Auburn Aves.",https://catalog.archives.gov/id/93208244,5/2/74,5/5/77,,Martin Luther King,74000677
66000280,,Kolomoki Mounds,Listed,Single,FALSE,200, PREHISTORIC,SITE,GEORGIA,Early,Blakely,"8 mi. N of Blakely on U.S. 27, Kolomoki Mounds State Park",https://catalog.archives.gov/id/93206757,10/15/66,7/19/64,,,66000280
70000868,,Lapham-Patterson House,Listed,Single,FALSE,0.5, ARCHITECTURE,BUILDING,GEORGIA,Thomas,Thomasville,626 N. Dawson St.,https://catalog.archives.gov/id/93209649,8/12/70,11/7/73, Scarborough House;C.W. Lapham House,,70000868
70000216,,Liberty Hall,Listed,Single,FALSE,7, POLITICS/GOVERNMENT,BUILDING,GEORGIA,Taliaferro,Crawfordville,Alexander H. Stephens Memorial State Park,https://catalog.archives.gov/id/93209570,5/13/70,5/4/83, Bachelor's Hall,,70000216
66000276,,"Low, Juliette Gordon, Historic District",Listed,Single,FALSE,0.5, ARCHITECTURE; EDUCATION; SOCIAL HISTORY,DISTRICT,GEORGIA,Chatham,Savannah,"10 Oglethorpe Ave., E., 330 Drayton St., 329 Abercorn St.",https://catalog.archives.gov/id/93206748,10/15/66,6/23/65, Wayne--Gordon House: First Girl Scout Headquarters; Andrew Low House and Carrige House,,66000276
76000646,,Meadow Garden,Listed,Single,FALSE,0.4, POLITICS/GOVERNMENT,BUILDING,GEORGIA,Richmond,Augusta,1230 Nelson St.,https://catalog.archives.gov/id/93209387,7/19/76,12/21/81, George Walton House,,76000646
70000869,,New Echota,Listed,Single,FALSE,200, HISTORIC - ABORIGINAL; NATIVE AMERICAN; POLITICS/GOVERNMENT; SOCIAL HISTORY,DISTRICT,GEORGIA,Gordon,Calhoun,NE of Calhoun on GA 225,https://catalog.archives.gov/id/93206775,5/13/70,11/7/73,,,70000869
69000049,,Octagon House,Listed,Single,FALSE,0.4, ARCHITECTURE,BUILDING,GEORGIA,Muscogee,Columbus,527 1st Ave.,https://catalog.archives.gov/id/93206791,7/29/69,11/7/73, May's Folly,,69000049
70000194,,Old Governor's Mansion,Listed,Single,FALSE,1, ARCHITECTURE,BUILDING,GEORGIA,Baldwin,Milledgeville,120 S. Clark St.,https://catalog.archives.gov/id/93206861,5/13/70,11/7/73, Executive Mansion,,70000194
72000398,,Old Medical College Building,Listed,Single,FALSE,1, EDUCATION; ARCHITECTURE,BUILDING,GEORGIA,Richmond,Augusta,Telfair and 6th Sts.,https://catalog.archives.gov/id/93209389,3/16/72,6/19/96, Augusta Garden Center,,72000398
76000611,,Owens-Thomas House,Listed,Single,FALSE,0, ARCHITECTURE,BUILDING,GEORGIA,Chatham,Savannah,124 Abercorn St.,https://catalog.archives.gov/id/93206738,5/11/76,5/11/76, Richardson-Owens-Thomas House,,76000611
97001273,,Pine Mountain State Park,Listed,Single,FALSE,4518, LANDSCAPE ARCHITECTURE; ARCHITECTURE; CONSERVATION; POLITICS/GOVERNMENT; COMMUNITY PLANNING AND DEVELOPMENT,DISTRICT,GEORGIA,Harris,Pine Mountain,2790 Georgia Hwy. 190,https://catalog.archives.gov/id/93206777,9/25/97,9/25/97," FDR State Park, Western Half",,97001273
71000265,,Raines-Carmichael House,Listed,Single,FALSE,1, ARCHITECTURE,BUILDING,GEORGIA,Bibb,Macon,1183 Georgia Ave.,https://catalog.archives.gov/id/93207083,6/21/71,11/7/73, Carmichael House;Raines-Miller-Carmichael House,,71000265
73000647,,"Ross, John, House",Listed,Single,FALSE,3, NATIVE AMERICAN; POLITICS/GOVERNMENT; SOCIAL HISTORY,BUILDING,GEORGIA,Walker,Rossville,Lake Ave. and Spring St.,https://catalog.archives.gov/id/93206813,11/7/73,11/7/73,,,73000647
66000277,AD,Savannah Historic District,Listed,Add.Doc.,FALSE,525, COMMUNITY PLANNING AND DEVELOPMENT; ARCHITECTURE,district,GEORGIA,Chatham,Savannah,"Bounded by E. Broad, Gwinnett, and W. Broad Sts. and the Savannah River",,11/13/66,11/13/66,,,66000277
70000201,,"Scarbrough, William, House",Listed,Single,FALSE,0.6, COMMERCE; ARCHITECTURE,BUILDING,GEORGIA,Chatham,Savannah,41 W. Broad St.,https://catalog.archives.gov/id/93207349,6/22/70,11/7/73,,,70000201
70000214,,Springer Opera House,Listed,Single,FALSE,0.9, COMMUNICATIONS; PERFORMING ARTS,BUILDING,GEORGIA,Muscogee,Columbus,105 10th St.,https://catalog.archives.gov/id/93209140,12/29/70,6/2/78,,,70000214
69000332,,St. Catherine's Island,Listed,Single,FALSE,22265, HISTORIC - ABORIGINAL; HISTORIC - NON-ABORIGINAL; POLITICS/GOVERNMENT; RELIGION,DISTRICT,GEORGIA,Liberty,South Newport,10 mi. off the GA coast between St. Catherines Sound and Sapelo Sound,https://catalog.archives.gov/id/93206781,12/16/69,12/16/69," Guale;Santa Catalina;St. Catherine's Island,One of the Golde",,69000332
66000279,,Stallings Island,Listed,Single,TRUE,20, PREHISTORIC,SITE,GEORGIA,Columbia,Augusta,Address Restricted,,10/15/66,1/20/61,,,66000279
74000680,,"Stone Hall, Atlanta University",Listed,Single,FALSE,0, BLACK; EDUCATION,BUILDING,GEORGIA,Fulton,Atlanta,Morris-Brown College campus,https://catalog.archives.gov/id/93206755,12/2/74,12/2/74, Fairchild Hall,,74000680
76000631,,Sweet Auburn Historic District,Listed,Single,FALSE,19, COMMERCE; ECONOMICS; BLACK; SOCIAL HISTORY,DISTRICT,GEORGIA,Fulton,Atlanta,Auburn Ave.,https://catalog.archives.gov/id/93206771,12/8/76,12/8/76,,,76000631
76000612,,Telfair Academy,Listed,Single,FALSE,0, ART; ARCHITECTURE,BUILDING,GEORGIA,Chatham,Savannah,121 Barnard St.,https://catalog.archives.gov/id/93206740,5/11/76,5/11/76, Telfair Academy of Arts and Sciences,,76000612
72000410,,"Toombs, Robert, House",Listed,Single,FALSE,0.8, POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,GEORGIA,Wilkes,Washington,216 E. Robert Toombs Ave.,https://catalog.archives.gov/id/93209977,4/11/72,11/7/73,,,72000410
66000283,,Traveler's Rest,Listed,Single,FALSE,4, TRANSPORTATION; EXPLORATION/SETTLEMENT; ARCHITECTURE,BUILDING,GEORGIA,Stephens,Toccoa,E of Toccoa on U.S. 123,https://catalog.archives.gov/id/93206805,10/15/66,1/29/64, Jarrett Manor,,66000283
72000411,,Tupper-Barnett House,Listed,Single,FALSE,6.2, ARCHITECTURE,BUILDING,GEORGIA,Wilkes,Washington,101 W. Robert Toombs Ave.,https://catalog.archives.gov/id/93209979,4/11/72,11/7/73,,,72000411
74000681,,U.S. Post Office and Courthouse,Listed,Single,FALSE,1, ARCHITECTURE,BUILDING,GEORGIA,Fulton,Atlanta,76 Forsyth St.,https://catalog.archives.gov/id/93208376,5/2/74,7/21/15, Old Post Office,,74000681
74000694,,Warm Springs Historic District,Listed,Single,FALSE,265, SCIENCE; POLITICS/GOVERNMENT; SOCIAL HISTORY,DISTRICT,GEORGIA,Meriwether,Warm Springs,S of GA 194 and W of GA 85W,https://catalog.archives.gov/id/93208989,7/30/74,1/16/80,,,74000694
76002144,,"Watson, Thomas E., House",Listed,Single,FALSE,70, POLITICS/GOVERNMENT; AGRICULTURE,BUILDING,GEORGIA,McDuffie,Thomson,310 Lumpkin St.,https://catalog.archives.gov/id/93206785,5/11/76,5/11/76, Hickory Hill,,76002144
79000746,,"Wilson, Woodrow, Boyhood Home",Listed,Single,FALSE,0.9, ARCHITECTURE; SOCIAL HISTORY,BUILDING,GEORGIA,Richmond,Augusta,419 7th St.,https://catalog.archives.gov/id/93209419,2/28/79,10/6/08,,,79000746
100011376,NL,Manenggon Concentration Camp,Listed,NHL,TRUE,122.41, PACIFIC-ISLANDER; SOCIAL HISTORY; MILITARY,site,GUAM,Guam,Yona Municipality,Address Restricted,,,12/13/24,,,16000362
87001295,,CINCPAC Headquarters,Listed,Single,FALSE,0.9, MILITARY,BUILDING,HAWAII,Honolulu,Pearl Harbor,Pearl Harbor Naval Base,https://catalog.archives.gov/id/63815548,5/28/87,5/28/87," CINCPAC Fleet Headquarters (Headquarters, Commander in Chief",,87001295
66000298,,Cook Landing Site,Listed,Single,FALSE,4, EXPLORATION/SETTLEMENT,SITE,HAWAII,Kauai,Waimea,2 mi. SW of HI 50,https://catalog.archives.gov/id/63815566,10/15/66,12/29/62,,,66000298
73000659,OT,FALLS OF CLYDE,Removed,Removal,FALSE,0.9, COMMERCE; ENGINEERING; TRANSPORTATION; ARCHITECTURE; COMMUNICATIONS; MARITIME HISTORY,STRUCTURE,HAWAII,Honolulu,Honolulu,"Pier 7, Honolulu Harbor",https://catalog.archives.gov/id/63815868,7/2/73,4/11/89,,,73000659
85002725,,Hickam Field,Listed,Single,FALSE,81, MILITARY,DISTRICT,HAWAII,Honolulu,Honolulu,SE of Pearl Harbor Naval Base,https://catalog.archives.gov/id/63815546,9/16/85,9/16/85, Hickam Air Force Base,,85002725
66000304,,Hokukano-Ualapue Complex,Listed,Single,FALSE,146.5, PREHISTORIC,DISTRICT,HAWAII,Maui,Ualapue,On HI 45,https://catalog.archives.gov/id/63815575,10/15/66,12/29/62,,,66000304
66000287,,Honokohau Settlement,Listed,Single,TRUE,250, PREHISTORIC,DISTRICT,HAWAII,Hawaii,Kailua-Kona,Address Restricted,,10/15/66,12/29/62,,,66000287
66000295,,Huilua Fishpond,Listed,Single,FALSE,10, PREHISTORIC,STRUCTURE,HAWAII,Honolulu,Kaneohe,"In Kahana Bay, 13 mi. N of Kaneohe on HI 83 adjacent to Kahana Bay State Park",https://catalog.archives.gov/id/63815530,10/15/66,12/29/62, HASS-50-OA-FS-1,,66000295
66000293,,Iolani Palace,Listed,Single,FALSE,9.5, POLITICS/GOVERNMENT,BUILDING,HAWAII,Honolulu,Honolulu,364 S. King St.,https://catalog.archives.gov/id/63815558,10/15/66,12/29/62, Territorial Capitol;Territorial Executive Building,,66000293
76002145,AD,Kalaupapa National Historical Park,Listed,Add.Doc.,FALSE,15645, PACIFIC-ISLANDER; COMMUNITY PLANNING AND DEVELOPMENT; HISTORIC - ABORIGINAL; HISTORIC - NON-ABORIGINAL; HEALTH/MEDICINE; ARCHITECTURE; RELIGION; SOCIAL HISTORY,DISTRICT,HAWAII,Kalawao,Kalaupapa,Kalaupapa National Park,https://catalog.archives.gov/id/63815562,1/7/76,1/7/76, Kalaupapa Leprosy Settlement,,76002145
66000288,,"Kamakahonu, Residence Of King Kamehameha I",Listed,Single,FALSE,3.5, PREHISTORIC; POLITICS/GOVERNMENT; SOCIAL HISTORY,SITE,HAWAII,Hawaii,Kailua-Kona,"On NW edge of Kailua Bay, N and W of Kailua Wharf",https://catalog.archives.gov/id/63815520,10/15/66,12/29/62,,,66000288
87001299,,Kaneohe Naval Air Station,Listed,Single,FALSE,41, MILITARY,DISTRICT,HAWAII,Honolulu,Kailua,Area between First St. and Kaneohe Bay,https://catalog.archives.gov/id/63815552,5/28/87,5/28/87," Marine Corps Air Station,Kanehoe; Kaneohe",,87001299
66000303,,Kaunolu Village Site,Listed,Single,TRUE,640, PREHISTORIC,SITE,HAWAII,Maui,Lanai City,Address Restricted,,10/15/66,12/29/62,,,66000303
66000294,,Kawaiahao Church and Mission Houses,Listed,Single,FALSE,8.8, PACIFIC-ISLANDER; RELIGION; SOCIAL HISTORY,BUILDING,HAWAII,Honolulu,Honolulu,"957 Punchbowl St., 553 S. King St.",https://catalog.archives.gov/id/63815538,10/15/66,12/29/62,,,66000294
66000290,,Keauhou Holua Slide,Listed,Single,FALSE,10, PREHISTORIC,STRUCTURE,HAWAII,Hawaii,Keauhou,E of HI 18,https://catalog.archives.gov/id/63815526,10/15/66,12/29/62, HASS-50-HA-D3-2,,66000290
66000302,,Lahaina Historic District,Listed,Single,FALSE,1671, PACIFIC-ISLANDER; COMMERCE; TRANSPORTATION; POLITICS/GOVERNMENT; ARCHITECTURE; RELIGION; SOCIAL HISTORY,DISTRICT,HAWAII,Maui,Lahaina,W side of Maui on HI 30,https://catalog.archives.gov/id/63815572,10/15/66,12/29/62,,,66000302
66000301,,Loaloa Heiau,Listed,Single,FALSE,1.4, PREHISTORIC; HISTORIC - ABORIGINAL; NATIVE AMERICAN; POLITICS/GOVERNMENT; RELIGION,SITE,HAWAII,Maui,Kaupo,"SE coast of Maui, on HI 31, about 0.25 mi. N of Kaupo",https://catalog.archives.gov/id/63815579,10/15/66,12/29/62, HASS-50-MA-A28-1,,66000301
66000285,,Mauna Kea Adz Quarry,Listed,Single,TRUE,2, INDUSTRY; PREHISTORIC,SITE,HAWAII,Hawaii,Hilo,Address Restricted,,10/15/66,12/29/62,,,66000285
66000284,,Mookini Heiau,Listed,Single,FALSE,116, PACIFIC-ISLANDER; PREHISTORIC; ARCHITECTURE; RELIGION,STRUCTURE,HAWAII,Hawaii,Hawi,"Northern tip of Hawaii, 1 mi. W of Upolu Point Airport",https://catalog.archives.gov/id/63815522,10/15/66,12/29/62, Kamehameha I Birthplace;Kokoiki,,66000284
66000296,,Old Sugar Mill of Koloa,Listed,Single,FALSE,10, INDUSTRY,SITE,HAWAII,Kauai,Koloa,Maluhia and Koloa Rds.,https://catalog.archives.gov/id/63815570,10/15/66,12/29/62,,,66000296
91001379,,Opana Radar Site,Listed,Single,FALSE,0.9, MILITARY,SITE,HAWAII,Honolulu,Kawela,Off Kamehameha Hwy. S of Kawela Bay,https://catalog.archives.gov/id/63815554,9/19/91,4/19/94,,,91001379
84000104,,Palm Circle Historic District,Listed,Single,FALSE,32, MILITARY; ARCHITECTURE,DISTRICT,HAWAII,Honolulu,Honolulu,"Roughly bounded by Carter Dr., Richardson and Funston Rds., A and B Sts.",https://catalog.archives.gov/id/63815544,10/26/84,5/28/87," Palm Circle,100 Area,Fort Shafter",,84000104
66000940,,"Pearl Harbor, U.S. Naval Base",Listed,Single,FALSE,13107, INDUSTRY; MILITARY; ENGINEERING,DISTRICT,HAWAII,Honolulu,Pearl City,3 mi. S of Pearl City on HI 73,https://catalog.archives.gov/id/63815536,10/15/66,1/29/64, Pearl Lochs;Pu'u-loa;See Also:USS ARIZONA Memorial;USS ARIZO,,66000940
66000300,,Piilanihale Heiau,Listed,Single,FALSE,3, ARCHITECTURE; RELIGION,STRUCTURE,HAWAII,Maui,Hana,"4 mi. N of Hana, at the mouth of Honomaele Gulch near Kalahu Point",https://catalog.archives.gov/id/63815577,10/15/66,1/29/64,,,66000300
66000105,ADNL,Pu‘ukoholā Heiau,Done,NHL Updated Documentation,FALSE,42.46, PREHISTORIC; HISTORIC - ABORIGINAL; ARCHITECTURE,district,HAWAII,Hawaii,"Kawaihae, Island of Hawaii",62-3601 Kawaihae Road,,,9/2/24,,,66000105
66000292,,Puu o Mahuka Heiau,Listed,Single,FALSE,14, PACIFIC-ISLANDER; PREHISTORIC; HISTORIC - ABORIGINAL; EXPLORATION/SETTLEMENT; RELIGION,STRUCTURE,HAWAII,Honolulu,Haleiwa,"4 mi. NE of Haleiwa on HI 83, overlooking Waimea Bay",https://catalog.archives.gov/id/63815532,10/15/66,12/29/62,,,66000292
