Ref#,Prefix,Property Name,Status,Request Type,Restricted Address,Acreage of Property,Area of Significance,Category of Property,State,County,City ,Street & Number,External Link,Listed Date,NHL Designated Date,Other Names,Park Name,Property ID
09000081,,Alfred Newton Richards Medical Research Laboratories and David Goddard Laboratories Buildings,Listed,Single,FALSE,2.8, ARCHITECTURE,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,"33700-3710 Hamilton Walk, University of Pennsylvania",https://catalog.archives.gov/id/71994277,1/16/09,1/16/09, Biology Building,,09000081
73001586,,Allegheny County Courthouse and Jail,Listed,Single,FALSE,1, ARCHITECTURE,BUILDING,PENNSYLVANIA,Allegheny,Pittsburgh,436 Grant St.,https://catalog.archives.gov/id/71997676,3/7/73,4/11/76,,,73001586
66000648,,Allegheny Portage Railroad National Historic Site,Listed,Single,FALSE,1134.9, COMMERCE; ENGINEERING; TRANSPORTATION,DISTRICT,PENNSYLVANIA,Blair,Johnstown,U.S. 22,https://catalog.archives.gov/id/71994227,10/15/66,12/29/62,,Allegheny Portage Railroad,66000648
66000675,,American Philosophical Society Hall,Listed,Single,FALSE,0.9, SCIENCE; RELIGION; SOCIAL HISTORY; INVENTION,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,Independence Sq.,https://catalog.archives.gov/id/71994351,10/15/66,1/12/65, See Also:Independence National Historical Park,Independence,66000675
66000649,,Andalusia,Listed,Single,FALSE,225, COMMERCE; POLITICS/GOVERNMENT,BUILDING,PENNSYLVANIA,Bucks,Philadelphia,1.4 mi. N of Philadelphia on PA 32,https://catalog.archives.gov/id/71994630,11/13/66,11/13/66, Nicholas Biddle Estate;Pen Ryn,,66000649
14000924,,Andrew Wyeth Studio and Kuerner Farm (Boundary Expansion and Additional Documentation),Listed,Single,FALSE,,,DISTRICT,PENNSYLVANIA,Delaware,Chadds Fod Rd.,"415 Ring Road (farm), 1821 Murphy Rd. (studio)",,8/25/14,8/25/14,,,14000924
75001657,,"Antes, Henry, House",Listed,Single,FALSE,1.3, EDUCATION; RELIGION; ARCHITECTURE,BUILDING,PENNSYLVANIA,Montgomery,Pottstown,NE of Pottstown on Colonial Rd.,https://catalog.archives.gov/id/71997866,5/12/75,4/27/92,,,75001657
71000716,,Arch Street Friends Meeting House,Listed,Single,FALSE,2.2, ARCHITECTURE; POLITICS/GOVERNMENT; RELIGION; SOCIAL HISTORY,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,320 Arch St.,https://catalog.archives.gov/id/71997016,5/27/71,6/23/11,,,71000716
72001144,,Athenaeum of Philadelphia,Listed,Single,FALSE,0.9, EDUCATION; ARCHITECTURE,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,219 S. 6th St.,https://catalog.archives.gov/id/71997266,2/1/72,12/8/76,,,72001144
67000019,,Augustus Lutheran Church,Listed,Single,FALSE,8, ARCHITECTURE,BUILDING,PENNSYLVANIA,Montgomery,Trappe,7th Ave. E and Main St.,https://catalog.archives.gov/id/71994415,12/24/67,12/24/67,,,67000019
66000676,,"Bartram, John, House",Listed,Single,FALSE,9, SCIENCE,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,54th St. and Eastwick Ave.,https://catalog.archives.gov/id/71994369,10/15/66,10/9/60, John Bartram House and Gardens,,66000676
84001413,,Bedford Springs Hotel Historic District,Listed,Single,FALSE,300, ARCHITECTURE; POLITICS/GOVERNMENT; ENTERTAINMENT/RECREATION,DISTRICT,PENNSYLVANIA,Bedford,Bedford,"US 220, Bedford Township",https://catalog.archives.gov/id/71994143,12/20/84,7/17/91, Bedford Springs Hotel,,84001413
07000430,,Beth Sholom Synagogue,Listed,Single,FALSE,3.9, ARCHITECTURE,BUILDING,PENNSYLVANIA,Montgomery,Elkins Park (Cheltenham Township),8231 Old York Rd.,https://catalog.archives.gov/id/71994185,3/29/07,3/29/07, Temple Beth Sholom,,07000430
87000821,,Boat House Row,Listed,Single,FALSE,12, ENTERTAINMENT/RECREATION,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,1--15 E. River Dr.,https://catalog.archives.gov/id/71994365,2/27/87,2/27/87,,,87000821
75001649,,Bomberger's Distillery,Listed,Single,FALSE,0.4, INDUSTRY; ARCHITECTURE,BUILDING,PENNSYLVANIA,Lebanon,Newmanstown,7 mi. SW of Newmanstown off PA 501,https://catalog.archives.gov/id/71996735,6/26/75,1/16/80, Michter's Distillery,,75001649
99000627,,Bost Building,Listed,Single,FALSE,0.9, SOCIAL HISTORY,DISTRICT,PENNSYLVANIA,Allegheny,Homestead Borough,621--623 East Eighth Avenue,https://catalog.archives.gov/id/71994213,1/20/99,1/20/99," Columbia Hotel;see also;Homestead Historic District,90000696",,99000627
73001668,,"Bradford, David, House",Listed,Single,FALSE,0.9, MILITARY; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,PENNSYLVANIA,Washington,Washington,175 S. Main St.,https://catalog.archives.gov/id/71998542,7/16/73,7/28/83,,,73001668
66000660,,Brandywine Battlefield,Listed,Single,FALSE,6100, MILITARY,DISTRICT,PENNSYLVANIA,Delaware,Chadds Ford,Brandywine Battlefield Park,https://catalog.archives.gov/id/71994163,10/15/66,1/20/61,,,66000660
08001087,,Bryn Athyn Historic District,Listed,Single,FALSE,37.7, ARCHITECTURE; ART; TRANSPORTATION,DISTRICT,PENNSYLVANIA,Montgomery,Bryn Athyn,Huntington Pike and Cathedral Road,https://catalog.archives.gov/id/71994153,10/6/08,10/6/08," Pitcairn Residences: Cairnwood, Cairncrest, Glencairn; Bryn Athlyn Cathedral",,08001087
66000669,,"Buchanan, James, House",Listed,Single,FALSE,4.3, POLITICS/GOVERNMENT,BUILDING,PENNSYLVANIA,Lancaster,Lancaster,1120 Marietta Ave.,https://catalog.archives.gov/id/71994231,10/15/66,7/4/61, Wheatland,,66000669
03001034,,Buckingham Friends Meeting House,Listed,Single,FALSE,39, ARCHITECTURE; EUROPEAN; RELIGION,BUILDING,PENNSYLVANIA,Bucks,Buckingham Township,5684 Lower York Road,https://catalog.archives.gov/id/71994157,7/31/03,7/31/03, Buckingham Meeting of Friends; Buckingham Monthly Meeting,,03001034
66000696,,Bushy Run Battlefield,Listed,Single,FALSE,162, MILITARY,SITE,PENNSYLVANIA,Westmoreland,Harrison City,2 mi. E of Harrison City on PA 993,https://catalog.archives.gov/id/71994219,10/15/66,10/9/60, Bushy Run State Park,,66000696
89001101,,Cambria Iron Company,Listed,Single,FALSE,482, INDUSTRY; ENGINEERING; EUROPEAN; ARCHITECTURE,DISTRICT,PENNSYLVANIA,Cambria,Johnstown,Along Conemaugh River in the Johnstown vicinity,https://catalog.archives.gov/id/71994225,6/22/89,6/22/89," Cambria Iron Works;Lower Works,Gautier Plant,Franklin Plant,",,89001101
66000658,,Carlisle Indian School,Listed,Single,FALSE,24.5, MILITARY; ENTERTAINMENT/RECREATION; EDUCATION; SOCIAL HISTORY,DISTRICT,PENNSYLVANIA,Cumberland,Carlisle,E edge of Carlisle on U.S. 11,,10/15/66,7/4/61, Carlisle Indian Industrial School,,66000658
73001585,,Carnegie Free Library Of Braddock,Listed,Single,FALSE,2, EDUCATION; ARCHITECTURE; SOCIAL HISTORY,BUILDING,PENNSYLVANIA,Allegheny,Braddock,419 Library St.,https://catalog.archives.gov/id/71994732,6/19/73,3/2/12,,,73001585
70000552,,Carpenters' Hall,Listed,Single,FALSE,0.8, ARCHITECTURE,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,310 Chestnut St.,https://catalog.archives.gov/id/71994271,4/15/70,5/15/70, See Also:Independence National Historical Park,Independence,70000552
06001070,,Carrie Blast Furnace Number 6 and 7,Listed,Single,FALSE,,,DISTRICT,PENNSYLVANIA,Allegheny,"Rankin, Munhall, Swissvale boroughs",North side of Monongahela River .5 mi west of Rankin Bridge,https://catalog.archives.gov/id/71994401,9/20/06,9/20/06,,,06001070
06001070,ADNL,Carrie Blast Furnace Number 6 and 7,Done,NHL Updated Documentation,FALSE,,,district,PENNSYLVANIA,Allegheny,"Rankin, Munhall, Swissvale boroughs",801-811 Carrie Furnace Boulevard,,,12/13/24,,,06001070
71000693,,Cedarcroft,Listed,Single,FALSE,0, LITERATURE,BUILDING,PENNSYLVANIA,Chester,Kennett Square,N of Kennett Sq.,https://catalog.archives.gov/id/71994183,11/11/71,11/11/71, Bayard Taylor House,,71000693
98001372,,Chatham Village Historic District,Listed,Single,FALSE,46.4, COMMUNITY PLANNING AND DEVELOPMENT; LANDSCAPE ARCHITECTURE; ARCHITECTURE,DISTRICT,PENNSYLVANIA,Allegheny,Pittsburgh,"Roughly bounded by Virginia Ave., Bigham St.,Woodruff St., Saw Mill Run Blvd., and Olympia Rd.",https://catalog.archives.gov/id/71994391,11/25/98,4/5/05,,,98001372
70000553,,Christ Church,Listed,Single,FALSE,1, ARCHITECTURE,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,22-26 N. 2nd St.,https://catalog.archives.gov/id/71994273,4/15/70,5/15/70,,Independence,70000553
74001801,,Church of St. James the Less,Listed,Single,FALSE,0.9, ARCHITECTURE,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,Hunting Park Ave. and Clearfield St.,https://catalog.archives.gov/id/71996984,11/20/74,2/4/85,,,74001801
66000677,,Cliveden (Chew House),Listed,Single,FALSE,5.4, MILITARY; ARCHITECTURE,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,6401 Germantown Ave.,,10/15/66,1/20/61, Chew House,,66000677
08001088,,College of Physicians of Philadelphia Building,Listed,Single,FALSE,0.9, HEALTH/MEDICINE; EDUCATION; ARCHITECTURE,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,19 South 22nd Street,https://catalog.archives.gov/id/71994343,10/6/08,10/6/08,,,08001088
66000678,,Colonial Germantown Historic District,Listed,Single,FALSE,113, INDUSTRY; EUROPEAN; ARCHITECTURE; RELIGION,DISTRICT,PENNSYLVANIA,Philadelphia,Philadelphia,Germantown Ave. between Windrim Ave. and Upsal St.,https://catalog.archives.gov/id/71997142,10/15/66,6/23/65, Germantown;See Also:Cliveden;Independence National Historica,,66000678
99000628,,"Coltrane, John, House",Listed,Single,FALSE,0.9, PERFORMING ARTS; SOCIAL HISTORY,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,1511 North 33rd Street,https://catalog.archives.gov/id/71994361,1/20/99,1/20/99,,,99000628
75001660,,"Cope, Edward Drinker, House",Listed,Single,FALSE,0.9, SCIENCE,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,2102 Pine St.,https://catalog.archives.gov/id/71994373,5/15/75,5/15/75,,,75001660
66000671,,Cornwall Iron Furnace,Listed,Single,FALSE,175, INDUSTRY,DISTRICT,PENNSYLVANIA,Lebanon,Cornwall,Rexmont Rd. and Boyd St.,https://catalog.archives.gov/id/71994173,11/13/66,11/3/66,,,66000671
74001756,MP,Delaware Division of the Pennsylvania Canal,Listed,Multiple,FALSE,400, COMMUNICATIONS; TRANSPORTATION; ENGINEERING; CONSERVATION,DISTRICT,PENNSYLVANIA,Bucks,Easton,Parallels W bank of the Delaware River from Easton to Bristol,https://catalog.archives.gov/id/71992480,10/29/74,12/8/76, Roosevelt State Park;See Also:Bridge in Tinicum Township;Uhl,,74001756
66000695,,Drake Oil Well,Listed,Single,FALSE,0.9, INDUSTRY,BUILDING,PENNSYLVANIA,Venango,Titusville,"3 mi. SE of Titusville on PA 36, in Drake Well Memorial Park",https://catalog.archives.gov/id/71994413,11/13/66,11/13/66,,,66000695
66000679,,"Eakins, Thomas, House",Listed,Single,FALSE,0.1, ART,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,1729 Mount Vernon Pl.,https://catalog.archives.gov/id/71994321,10/15/66,12/21/65,,,66000679
66000666,,East Broad Top Railroad,Listed,Single,FALSE,500, COMMERCE; TRANSPORTATION,DISTRICT,PENNSYLVANIA,Huntingdon,Rockhill Furnace,1 mi. W of Orbisonia on U.S. 522,https://catalog.archives.gov/id/71994405,10/15/66,1/28/64,,,66000666
66000680,,Eastern State Penitentiary,Listed,Single,FALSE,14.3, SOCIAL HISTORY,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,21st St. and Fairmount Ave.,https://catalog.archives.gov/id/71994379,10/15/66,6/23/65,,,66000680
67000017,,Eisenhower National Historic Site,Listed,Single,FALSE,690.5, MILITARY; POLITICS/GOVERNMENT,DISTRICT,PENNSYLVANIA,Adams,Gettysburg,200 Eisenhower Farm Lane,https://catalog.archives.gov/id/71995194,11/27/67,5/23/66, See Also:Gettysburg Battlefield Historic District,Eisenhower,67000017
66000681,,Elfreth's Alley Historic District,Listed,Single,FALSE,3.5, ARCHITECTURE,DISTRICT,PENNSYLVANIA,Philadelphia,Philadelphia,Between 2nd and Front Sts.,https://catalog.archives.gov/id/71994263,10/15/66,10/9/60,,,66000681
74001737,,Emmanuel Episcopal Church,Listed,Single,FALSE,0.5, ARCHITECTURE,BUILDING,PENNSYLVANIA,Allegheny,Pittsburgh,North and Allegheny Aves.,https://catalog.archives.gov/id/71997680,5/3/74,2/16/00,,,74001737
67000026,,Ephrata Cloister,Listed,Single,FALSE,30, ARCHITECTURE; RELIGION,DISTRICT,PENNSYLVANIA,Lancaster,Ephrata,Jct. of US 322 and 222,https://catalog.archives.gov/id/71994187,12/24/67,12/24/67,,,67000026
73001615,,"Esherick, Wharton, Studio",Listed,Single,FALSE,5.5, ARCHITECTURE; ART,BUILDING,PENNSYLVANIA,Chester,Malvern,1520 Horseshoe Trail,https://catalog.archives.gov/id/71998468,4/26/73,4/19/93, The Wharton Esherick Museum,,73001615
74001750,,Espy House,Listed,Single,FALSE,0, MILITARY,BUILDING,PENNSYLVANIA,Bedford,Bedford,123 Pitt St.,https://catalog.archives.gov/id/71994594,11/19/74,7/28/83, David Espy House;Gen. Arthur St. Clair Office,,74001750
76001662,,Fairmount Water Works,Listed,Single,FALSE,0, ART; ECONOMICS; MILITARY; TRANSPORTATION; ARCHITECTURE; SOCIAL HISTORY,DISTRICT,PENNSYLVANIA,Philadelphia,Philadelphia,E banks of Schuylkill River,https://catalog.archives.gov/id/71994295,5/11/76,5/11/76,,,76001662
74001781,,Fallingwater,Listed,Single,FALSE,0, LANDSCAPE ARCHITECTURE; CONSERVATION; ARCHITECTURE,BUILDING,PENNSYLVANIA,Fayette,Mill Run,W of PA 381,https://catalog.archives.gov/id/71996566,7/23/74,5/11/76, Edgar Kaufman House,,74001781
87001292,,First Bank of the United States,Listed,Single,FALSE,0.9, ECONOMICS; LAW; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,116 S. Third St.,https://catalog.archives.gov/id/71994297,5/4/87,5/4/87, See Also:Independence National Historical Park,Independence,87001292
85002366,,"Fonthill, Mercer Museum and Moravian Pottery and Tile Works",Listed,Single,FALSE,0, INDUSTRY; ART; ARCHITECTURE,DISTRICT,PENNSYLVANIA,Bucks,Doylestown,Court St. and Swamp Rd. and Pine and Ashland Sts.,https://catalog.archives.gov/id/71994177,2/4/85,2/4/85, See Also:Fonthill;Mercer Museum;Moravian Pottery and Tile Wo,,85002366
66000643,,Forks of the Ohio,Listed,Single,FALSE,36, HISTORIC - NON-ABORIGINAL; MILITARY; POLITICS/GOVERNMENT,SITE,PENNSYLVANIA,Allegheny,Pittsburgh,Point Park,https://catalog.archives.gov/id/71994395,10/15/66,10/9/60,,,66000643
70000554,,Fort Mifflin,Listed,Single,FALSE,0, MILITARY; ENGINEERING,DISTRICT,PENNSYLVANIA,Philadelphia,Philadelphia,Marina and Penrose Ferry Rds.,https://catalog.archives.gov/id/71996924,8/29/70,8/29/70, Mud Island Fort;Old Fort Mifflin,,70000554
69000158,,"Founder's Hall, Girard College",Listed,Single,FALSE,41, SOCIAL HISTORY,DISTRICT,PENNSYLVANIA,Philadelphia,Philadelphia,Corinthian and Girard Aves.,https://catalog.archives.gov/id/71997254,8/4/69,8/4/69,,,69000158
99000629,,Friends Hospital,Listed,Single,FALSE,100, HEALTH/MEDICINE; SOCIAL HISTORY,DISTRICT,PENNSYLVANIA,Philadelphia,Philadelphia,4641 Roosevelt Boulevard,https://catalog.archives.gov/id/71994345,1/20/99,1/20/99, Friends' Asylum For The Relief of Persons Deprived Of Reason; Friend's Asylum For The Insane,,99000629
69000156,,Fulton Opera House,Listed,Single,FALSE,0.3, PERFORMING ARTS,BUILDING,PENNSYLVANIA,Lancaster,Lancaster,12-14 N. Prince St.,https://catalog.archives.gov/id/71994229,8/11/69,8/11/69,,,69000156
66000670,,"Fulton, Robert, Birthplace",Listed,Single,FALSE,1, ART; TRANSPORTATION; INVENTION,BUILDING,PENNSYLVANIA,Lancaster,Quarryville,8 mi. S of Quarryville on U.S. 222,https://catalog.archives.gov/id/71994399,10/15/66,1/29/64,,,66000670
72001154,,Furness Library,Listed,Single,FALSE,1, ARCHITECTURE,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,34th St. below Walnut on University of Pennsylvania campus,https://catalog.archives.gov/id/71997280,5/19/72,2/4/85," Furness Library,School of Fine Arts;Henry Charles Lea Librar",,72001154
66000663,MP,"Gallatin, Albert, House; Friendship Hill National Historic Site",Listed,Multiple,FALSE,560, MILITARY; POLITICS/GOVERNMENT,BUILDING,PENNSYLVANIA,Fayette,Point Marion,3 mi. N of Point Marion on PA 166,https://catalog.archives.gov/id/71992939,10/15/66,1/12/65, Friendship Hill;Friendship Hill National Historic Site,Friendship Hill,66000663
75001658,,Gemeinhaus-Lewis David De Schweinitz Residence,Listed,Single,FALSE,0.9, SCIENCE; ARCHITECTURE; RELIGION,BUILDING,PENNSYLVANIA,Northampton,Bethlehem,W. Church St.,https://catalog.archives.gov/id/71994149,5/15/75,5/15/75, Moravian Museum,,75001658
87000758,,Germantown Cricket Club,Listed,Single,FALSE,10, ENTERTAINMENT/RECREATION,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,5140 Morris St.,https://catalog.archives.gov/id/71994363,2/27/87,2/27/87, Manheim Club,,87000758
66000672,,Graeme Park,Listed,Single,FALSE,140, ARCHITECTURE,BUILDING,PENNSYLVANIA,Montgomery,Horsham,Keith Valley Rd.,https://catalog.archives.gov/id/71994215,10/15/66,10/9/60,,,66000672
74001755,,Green Hills Farm,Listed,Single,FALSE,58, LITERATURE; SOCIAL HISTORY,BUILDING,PENNSYLVANIA,Bucks,Dublin,"SW of Dublin on Dublin Rd., Hilltown Township",https://catalog.archives.gov/id/71995301,2/27/74,1/16/80," Buck,Pearl S.,House",,74001755
80003578,,Grey Towers,Listed,Single,FALSE,2.8, ARCHITECTURE,BUILDING,PENNSYLVANIA,Montgomery,Glenside,Easton Rd. and Limekiln Pike,https://catalog.archives.gov/id/71995685,2/14/80,2/4/85, William Welsh Harrison House;Beaver College,,80003578
72001092,,Gruber Wagon Works,Listed,Single,FALSE,12, INDUSTRY,BUILDING,PENNSYLVANIA,Berks,Reading,W of Reading off PA 183 in Tulpehocken Creek Park,https://catalog.archives.gov/id/71997964,6/2/72,12/22/77,,,72001092
00000708,,"Hagan, I. N. and Bernadine, House",Listed,Single,FALSE,,,BUILDING,PENNSYLVANIA,Fayette,Chalk Hill (Stewart Township),less than 1 mi. SW of the jct. of IN 2010 and IN 2019,https://catalog.archives.gov/id/71994167,5/16/00,5/16/00,,,00000708
73002139,,Harmony Historic District,Listed,Single,FALSE,17, SOCIAL HISTORY,DISTRICT,PENNSYLVANIA,Butler,Harmony,PA 68,https://catalog.archives.gov/id/71994863,3/21/73,5/30/74, Harmony,,73002139
76001663,,"Harper, Frances Ellen Watkins, House",Listed,Single,FALSE,0.9, BLACK; LITERATURE; SOCIAL HISTORY,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,1006 Bainbridge St.,https://catalog.archives.gov/id/71994355,12/8/76,12/8/76,,,76001663
73001620,,"Harris, John, Mansion",Listed,Single,FALSE,0.9, MILITARY; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,PENNSYLVANIA,Dauphin,Harrisburg,219 S. Front St.,https://catalog.archives.gov/id/71995807,9/20/73,5/15/75, Simon Cameron House,,73001620
75001638,,Harrisburg Central Railroad Station and Trainshed,Listed,Single,FALSE,3, ENGINEERING; TRANSPORTATION; ARCHITECTURE,BUILDING,PENNSYLVANIA,Dauphin,Harrisburg,Aberdeen St.,https://catalog.archives.gov/id/71995811,6/11/75,12/8/76, Penn Central Railroad Station and Sheds,,75001638
78002388,,"Hershey, Milton S., Mansion",Listed,Single,FALSE,9, INDUSTRY; COMMUNITY PLANNING AND DEVELOPMENT; LANDSCAPE ARCHITECTURE; ARCHITECTURE; SOCIAL HISTORY,BUILDING,PENNSYLVANIA,Dauphin,Hershey,Mansion Rd.,https://catalog.archives.gov/id/71995871,2/7/78,5/4/83, High Point;Hershey Country Club,,78002388
71000726,,Hill-Physick House,Listed,Single,FALSE,0.9, SCIENCE; ARCHITECTURE,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,321 S. 4th St.,https://catalog.archives.gov/id/71997386,5/27/71,1/7/76, Hill-Physick-Keith House,,71000726
12001016,,Historic Moravian Bethlehem Historic District,Listed,Single,FALSE,,,DISTRICT,PENNSYLVANIA,Northampton,Bethlehem,"Church, Market and Main Streets",,10/16/12,10/16/12,,,12001016
12001016,ADNL,Historic Moravian Bethlehem Historic District,Done,NHL Updated Documentation,FALSE,, ARCHITECTURE; COMMUNITY PLANNING AND DEVELOPMENT; ECONOMICS; EDUCATION; PERFORMING ARTS; RELIGION,district,PENNSYLVANIA,Northampton,Bethlehem,"Church, Market and Main Streets",,,10/16/12,,,12001016
69000155,,Honey Hollow Watershed,Listed,Single,FALSE,650, CONSERVATION; AGRICULTURE,DISTRICT,PENNSYLVANIA,Bucks,New Hope,2.5 mi. S of the Delaware River on PA 263,https://catalog.archives.gov/id/71996716,8/4/69,8/4/69,,,69000155
66000647,,Horseshoe Curve,Listed,Single,FALSE,8, ENGINEERING; TRANSPORTATION,STRUCTURE,PENNSYLVANIA,Blair,Altoona,5 mi. W of Altoona on PA 193,https://catalog.archives.gov/id/71994127,11/13/66,11/13/66,,,66000647
66000684,,Institute of the Pennsylvania Hospital,Listed,Single,FALSE,27, HEALTH/MEDICINE; SOCIAL HISTORY,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,111 N. 49th St.,https://catalog.archives.gov/id/71994381,10/15/66,6/23/65, Kirkbride's Hospital,,66000684
78002449,,Insurance Company of North America Building,Listed,Single,FALSE,0.9, COMMERCE,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,1600 Arch St.,https://catalog.archives.gov/id/71994331,6/2/78,6/16/78,,,78002449
72001162,,"Johnson, John, House",Listed,Single,FALSE,0.9, ARCHITECTURE,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,6306 Germantown Ave.,https://catalog.archives.gov/id/71997038,1/13/72,12/9/97,,,72001162
100000832,NL,Keim Homestead,Listed,NHL,FALSE,12.8, ARCHITECTURE,building,PENNSYLVANIA,Berks,Oley,99 Boyer Rd.,,,12/23/16,,,74001752
87000824,,Kennywood Park,Listed,Single,FALSE,40, ENTERTAINMENT/RECREATION,DISTRICT,PENNSYLVANIA,Allegheny,West Mifflin,4800 Kennywood Blvd.,https://catalog.archives.gov/id/71994431,2/27/87,2/27/87, Kenny's Grove;Kennywood,,87000824
11000564,,"Kuerner Farm-Wyeth, Andrew, Studio",Listed,Single,FALSE,, ART,BUILDING,PENNSYLVANIA,Delaware,Chadds Ford Township,415 Ring Road,,6/23/11,6/23/11, Ring Farm,,11000564
77001185,,Laurel Hill Cemetery,Listed,Single,FALSE,81, ARCHITECTURE; ART; LANDSCAPE ARCHITECTURE,STRUCTURE,PENNSYLVANIA,Philadelphia,Philadelphia,3822 Ridge Ave.,https://catalog.archives.gov/id/71997338,10/28/77,8/5/98,,,77001185
91000229,,Leap-the-Dips,Listed,Single,FALSE,0.9, ENGINEERING; ENTERTAINMENT/RECREATION,STRUCTURE,PENNSYLVANIA,Blair,Altoona,700 Park Ave.,https://catalog.archives.gov/id/71994129,3/15/91,6/19/96,,,91000229
97001271,,"LeMoyne, F. Julius, House",Listed,Single,FALSE,0.9, SOCIAL HISTORY,BUILDING,PENNSYLVANIA,Washington,Washington,49 E. Maiden St.,https://catalog.archives.gov/id/71994429,9/25/97,9/25/97,,,97001271
94001646,,"Lesley, J. Peter, House",Listed,Single,FALSE,0.9, SCIENCE,BUILDING,PENNSYLVANIA,Philadelphia,Phialdelphia,1008 Clinton St.,https://catalog.archives.gov/id/71994371,10/12/94,10/12/94, See also:Clinton Street Historic District;Washington Square,,94001646
73001616,,Lightfoot Mill,Listed,Single,FALSE,5, INDUSTRY; ARCHITECTURE,BUILDING,PENNSYLVANIA,Chester,Chester Springs,1703 Conestoga Road,https://catalog.archives.gov/id/71998470,4/13/73,4/5/05,,,73001616
94001186,,Lukens Historic District,Listed,Single,FALSE,3, SOCIAL HISTORY; COMMERCE; INDUSTRY,DISTRICT,PENNSYLVANIA,Chester,Coatsville,"50, 53, 76, & 102 S. First St.",https://catalog.archives.gov/id/71994169,4/19/94,4/19/94,,,94001186
87002596,,"Marshall, Humphry, House",Listed,Single,FALSE,2.6, AGRICULTURE; SCIENCE; ARCHITECTURE,BUILDING,PENNSYLVANIA,Chester,Marshallton,1407 S. Strasburg Rd./PA 162,https://catalog.archives.gov/id/71994239,12/23/87,12/23/87," Marshall House,Marshall's Garden,Marshall's Arboretum,Botany",,87002596
71000727,,Masonic Temple,Listed,Single,FALSE,0.3, ARCHITECTURE,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,1 N. Broad St.,https://catalog.archives.gov/id/71997404,5/27/71,2/4/85,,,71000727
78002480,,Meadowcroft Rockshelter,Listed,Single,FALSE,0.2, PREHISTORIC,SITE,PENNSYLVANIA,Washington,Avella,W of Avella,https://catalog.archives.gov/id/71994561,11/21/78,4/5/05, 36WH297,,78002480
71000707,,"Meason, Isaac, House",Listed,Single,FALSE,9.5, INDUSTRY; ARCHITECTURE,BUILDING,PENNSYLVANIA,Fayette,Mount Braddock,U.S. 119 North,https://catalog.archives.gov/id/71996632,1/25/71,6/21/90, Mt. Braddock;Dr. Christopher Gist Plantation,,71000707
76001665,,Memorial Hall,Listed,Single,FALSE,3, ART,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,West Fairmount Park,https://catalog.archives.gov/id/71994329,12/8/76,12/8/76,,,76001665
01001047,,Merchants' Exchange Building,Listed,Single,FALSE,,,BUILDING,PENNSYLVANIA,Philadelphia,Philadelphia,143 S. Third St.,https://catalog.archives.gov/id/71994275,8/7/01,8/7/01,,,01001047
87000759,,Merion Cricket Club,Listed,Single,FALSE,20, ENTERTAINMENT/RECREATION,BUILDING,PENNSYLVANIA,Montgomery,Haverford,Montgomery Ave. and Grays Ln.,https://catalog.archives.gov/id/71994207,2/27/87,2/27/87,,,87000759
98001194,,Merion Friends Meeting House,Listed,Single,FALSE,3.8, EUROPEAN; RELIGION; ARCHITECTURE,BUILDING,PENNSYLVANIA,Montgomery,Merion Station,615 Montgomery Ave.,https://catalog.archives.gov/id/71994241,8/5/98,8/5/98,,,98001194
89002085,,"Merion Golf Club, East and West Courses",Listed,Single,FALSE,256.8, ENTERTAINMENT/RECREATION; LANDSCAPE ARCHITECTURE,DISTRICT,PENNSYLVANIA,Delaware,Ardmore,Ardmore Ave.,https://catalog.archives.gov/id/71994133,12/21/89,4/27/92,,,89002085
72001138,,Mill Grove,Listed,Single,FALSE,130, ART; CONSERVATION; ENTERTAINMENT/RECREATION; EDUCATION; SCIENCE,BUILDING,PENNSYLVANIA,Montgomery,Audubon,Pawling Rd.,https://catalog.archives.gov/id/71994551,3/16/72,5/5/89," Audubon,John James,House",,72001138
